,DOY,co2_flux,air_temperature,ET,X,X.1,X.2,nearest_date,ch4_flux,i.air_temperature
2376,86.645,-3.93913,296.295,0.249563,NA,NA,NA,86.645,0.00588,297.584
2377,86.666,-6.34821,297.106,0.295263,NA,NA,NA,86.666,0.00746,298.462
2378,86.687,-6.78251,297.031,0.328394,NA,NA,NA,86.687,0.0279,298.434
2379,86.708,-5.01777,296.947,0.243445,NA,NA,NA,86.708,-0.0161,298.329
2380,86.729,-4.08349,296.737,0.230238,NA,NA,NA,86.729,0.00919,298.087
2381,86.749,-2.28066,296.189,0.181638,NA,NA,NA,86.749,-0.0181,297.577
2382,86.77,-0.712328,296.067,0.170331,NA,NA,NA,86.77,-0.0184,297.386
2383,86.791,0.224201,295.859,0.143307,NA,NA,NA,86.791,-0.00136,297.178
2384,86.812,2.2167,295.707,0.115916,NA,NA,NA,86.812,0.019,297.042
2385,86.833,3.24291,295.708,0.116329,NA,NA,NA,86.833,-0.0293,297.013
2386,86.854,3.15545,295.629,0.0936,NA,NA,NA,86.854,-0.0156,296.963
2387,86.874,2.89392,295.534,0.081,NA,NA,NA,86.874,0.0214,296.884
2388,86.895,2.95229,295.5,0.091,NA,NA,NA,86.895,0.0239,296.797
2389,86.916,2.55482,295.275,0.0516,NA,NA,NA,86.916,0.0264,296.554
2390,86.937,2.3523,294.934,0.0435,NA,NA,NA,86.937,0.00123,296.2
2391,86.958,2.04382,294.59,0.0301,NA,NA,NA,86.958,0.00471,295.835
2392,86.979,1.5003,294.269,0.0198,NA,NA,NA,86.979,-0.00668,295.507
2393,87,1.23213,294.14,0.0143,NA,NA,NA,87,-0.00323,295.371
2394,87.02,1.57522,294.087,0.0218,NA,NA,NA,87.02,-0.00273,295.314
2395,87.041,1.33791,294.093,0.0204,NA,NA,NA,87.041,-0.0645,295.312
2396,87.062,1.46025,293.692,0.00806,NA,NA,NA,87.062,-0.00252,294.929
2397,87.083,1.89247,293.666,0.0142,NA,NA,NA,87.083,-0.00631,294.935
2398,87.104,1.92054,293.637,0.0149,NA,NA,NA,87.104,-0.00825,294.914
2399,87.125,1.97889,293.468,0.0109,NA,NA,NA,87.125,-0.00935,294.739
2400,87.145,1.91616,293.281,0.0128,NA,NA,NA,87.145,-0.00262,294.536
2401,87.166,2.06802,293.315,0.0114,NA,NA,NA,87.166,0.00219,294.56
2402,87.187,1.89664,293.116,0.0098,NA,NA,NA,87.187,0.00439,294.348
2403,87.208,1.77149,293.021,0.0098,NA,NA,NA,87.208,0.00284,294.236
2404,87.229,2.06102,293.218,0.0139,NA,NA,NA,87.229,-0.0016,294.439
2405,87.25,2.39304,293.176,0.0183,NA,NA,NA,87.25,-0.00205,294.384
2406,87.27,4.21455,293.145,0.0273,NA,NA,NA,87.27,0.00182,294.336
2407,87.291,3.4821,293.06,0.0148,NA,NA,NA,87.291,-0.00769,294.236
2408,87.312,3.55569,292.906,0.0119,NA,NA,NA,87.312,0.00424,294.072
2409,87.333,3.30848,293.062,0.0177,NA,NA,NA,87.333,-0.00314,294.234
2410,87.354,1.91196,293.263,0.0264,NA,NA,NA,87.354,0.00118,294.44
2411,87.374,-0.135375,293.849,0.04,NA,NA,NA,87.374,-0.00522,295.059
2412,87.395,-1.97748,294.193,0.0762,NA,NA,NA,87.395,0.0123,295.394
2413,87.416,-3.99467,294.508,0.0836,NA,NA,NA,87.416,-0.00984,295.71
2414,87.437,-5.28674,295.425,0.10639,NA,NA,NA,87.437,0.00844,296.656
2415,87.458,-7.22212,296.174,0.15421,NA,NA,NA,87.458,0.00118,297.408
2416,87.479,-3.48453,295.672,0.103704,NA,NA,NA,87.479,0.000717,296.776
2417,87.499,-3.48453,295.672,0.103704,NA,NA,NA,87.479,0.00862,296.421
2418,87.52,-9.34075,296.192,0.139989,NA,NA,NA,87.52,0.00602,297.407
2419,87.541,-11.3635,296.641,0.189491,NA,NA,NA,87.541,0.0212,297.87
2420,87.562,-11.3635,296.641,0.189491,NA,NA,NA,87.541,0.0205,298.867
2421,87.583,-11.4489,297.675,0.232633,NA,NA,NA,87.583,-0.0191,299.006
2422,87.604,-13.9905,296.925,0.22292,NA,NA,NA,87.604,-0.00781,298.288
2423,87.624,-13.5414,297.358,0.245136,NA,NA,NA,87.624,0.0115,298.698
2424,87.645,-9.83083,297.151,0.202053,NA,NA,NA,87.645,-0.00949,298.474
2425,87.666,-9.56098,296.972,0.198165,NA,NA,NA,87.666,0.0112,298.27
2426,87.77,-2.45317,296.523,0.0747,NA,NA,NA,87.77,-0.181133,297.867
2427,87.854,1.69072,295.914,0.00328,NA,NA,NA,87.854,0.463788,297.208
2428,87.874,1.31867,295.773,3.77E-05,NA,NA,NA,87.874,-0.00117,297.055
2429,87.895,1.21296,295.616,-0.000401,NA,NA,NA,87.895,-0.00227,296.881
2430,87.916,1.17812,295.294,-0.00126,NA,NA,NA,87.916,8.71E-05,296.539
2431,87.937,1.50136,295.257,-0.00273,NA,NA,NA,87.937,-0.000281,296.495
2432,87.958,1.83874,295.054,-0.00122,NA,NA,NA,87.958,0.00312,296.297
2433,87.979,1.85075,294.862,-0.00379,NA,NA,NA,87.979,-0.00219,296.09
2434,88,2.24648,295.054,0.00144,NA,NA,NA,88,0.00591,296.286
2435,88.02,1.98933,295.145,0.0156,NA,NA,NA,88.02,-0.00301,296.358
2436,88.041,1.93105,295.206,0.0281,NA,NA,NA,88.041,0.00139,296.426
2437,88.062,1.26633,295.399,0.0344,NA,NA,NA,88.062,0.0175,296.614
2438,88.083,1.27539,295.414,0.0323,NA,NA,NA,88.083,4.76E-05,296.625
2439,88.104,1.62712,295.277,0.0304,NA,NA,NA,88.104,-0.00309,296.46
2440,88.125,1.73513,295.239,-0.0128,NA,NA,NA,88.125,-0.00039,296.412
2441,88.145,1.73513,295.239,-0.0128,NA,NA,NA,88.125,-0.0079,301.022
2442,88.187,-1.46946,297.606,0.149579,NA,NA,NA,88.187,0.00124,298.295
2443,88.208,2.65851,293.743,0.101241,NA,NA,NA,88.208,-0.0012,295.111
2444,88.229,3.04429,293.604,0.106466,NA,NA,NA,88.229,0.00199,294.934
2445,88.25,2.94351,293.353,0.0785,NA,NA,NA,88.25,-0.00159,294.629
2446,88.27,4.23181,293.378,0.112832,NA,NA,NA,88.27,-0.00387,294.62
2447,88.291,4.2288,293.345,0.121183,NA,NA,NA,88.291,-0.003,294.525
2448,88.312,4.23433,293.282,0.11286,NA,NA,NA,88.312,0.00119,294.408
2449,88.333,3.52895,293.063,0.0744,NA,NA,NA,88.333,-0.00948,294.197
2450,88.354,1.35308,293.137,0.061,NA,NA,NA,88.354,0.00266,294.272
2451,88.374,-0.455559,293.965,0.129148,NA,NA,NA,88.374,0.00442,295.1
2452,88.395,-2.64644,294.403,0.18135,NA,NA,NA,88.395,-0.00113,295.545
2453,88.416,-4.97206,294.486,0.259212,NA,NA,NA,88.416,-0.00435,295.606
2454,88.437,-5.74341,294.706,0.274503,NA,NA,NA,88.437,-0.0408,295.801
2455,88.458,-7.78359,295.199,0.356063,NA,NA,NA,88.458,0.0744,296.278
2456,88.479,-8.06308,295.509,0.362413,NA,NA,NA,88.479,0.0347,296.566
2457,88.499,-7.35374,295.371,0.291698,NA,NA,NA,88.499,-0.0712,296.441
2458,88.52,-8.69906,295.377,0.313413,NA,NA,NA,88.52,-0.0428,296.462
2459,88.541,-10.9905,295.983,0.410975,NA,NA,NA,88.541,-0.00506,297.071
2460,88.562,-9.10612,296.069,0.361678,NA,NA,NA,88.562,0.00563,297.107
2461,88.583,-9.16512,296.275,0.380005,NA,NA,NA,88.583,0.000655,297.29
2462,88.604,-8.36182,296.246,0.334164,NA,NA,NA,88.604,-0.0147,297.28
2463,88.624,-7.5087,295.92,0.268741,NA,NA,NA,88.624,0.0198,296.97
2464,88.645,-9.6566,296.243,0.334217,NA,NA,NA,88.645,-0.0305,297.295
2465,88.687,-6.44131,295.733,0.208933,NA,NA,NA,88.687,0.100836,296.775
2466,88.708,-5.90556,295.799,0.19607,NA,NA,NA,88.708,-0.25129,296.85
2467,88.749,-2.99612,295.245,0.119583,NA,NA,NA,88.749,0.0891,296.318
2468,88.77,-2.06991,295.169,0.092,NA,NA,NA,88.77,0.422707,296.252
2469,88.791,-0.191048,294.41,0.0502,NA,NA,NA,88.791,-0.197795,295.442
2470,88.812,0.750708,293.206,0.0146,NA,NA,NA,88.812,-0.432054,294.225
2471,88.833,1.61437,293.154,0.0174,NA,NA,NA,88.833,0.0515,294.185
2472,88.854,1.56045,293.057,0.0159,NA,NA,NA,88.854,0.164974,294.092
2473,88.874,1.35114,292.305,0.00336,NA,NA,NA,88.874,-0.573177,293.325
2474,88.895,1.20591,291.306,-0.000529,NA,NA,NA,88.895,0.156448,292.312
2475,88.916,0.903432,290.888,0.000347,NA,NA,NA,88.916,0.0957,291.897
2476,88.937,0.161932,290.657,-0.000696,NA,NA,NA,88.937,0.120654,291.667
2477,88.958,-3.32529,289.377,0.00108,NA,NA,NA,88.958,-0.0575,290.351
2478,88.979,-0.50253,287.726,-0.00168,NA,NA,NA,88.979,-0.382945,288.637
2479,89,3.89381,285.988,-0.00521,NA,NA,NA,89,-0.0149,286.836
2480,89.02,4.34548,286.12,-0.00801,NA,NA,NA,89.02,-0.0363,286.958
2481,89.041,3.92695,285.235,-0.00527,NA,NA,NA,89.041,0.0231,286.041
2482,89.062,1.83778,286.037,-0.00229,NA,NA,NA,89.062,-0.0268,286.898
2483,89.083,2.9205,286.386,-0.00443,NA,NA,NA,89.083,0.00399,287.267
2484,89.104,0.570639,286.495,0.000962,NA,NA,NA,89.104,0.00482,287.384
2485,89.125,2.26705,287.607,-0.00468,NA,NA,NA,89.125,0.00262,288.554
2486,89.145,1.2678,287.193,-0.00533,NA,NA,NA,89.145,-0.00435,288.117
2487,89.166,1.90676,287.682,-0.00393,NA,NA,NA,89.166,-0.00521,288.581
2488,89.187,1.96092,287.832,-0.00207,NA,NA,NA,89.187,-0.00202,288.825
2489,89.208,0.419071,287.75,0.00206,NA,NA,NA,89.208,0.00351,288.73
2490,89.229,1.28892,287.454,-0.00326,NA,NA,NA,89.229,0.0116,288.4
2491,89.25,-0.491802,287.814,-0.00355,NA,NA,NA,89.25,0.000509,288.79
2492,89.27,2.65861,288.075,-0.00468,NA,NA,NA,89.27,0.0148,289.088
2493,89.291,2.46718,287.804,-0.00158,NA,NA,NA,89.291,-0.00893,288.808
2494,89.312,6.29566,287.183,-0.00311,NA,NA,NA,89.312,0.053,288.122
2495,89.333,2.40019,287.69,-0.00179,NA,NA,NA,89.333,-0.0372,288.626
2496,89.354,2.08386,288.023,0.000969,NA,NA,NA,89.354,-0.0839,289.006
2497,89.374,-0.648623,290.329,0.0274,NA,NA,NA,89.374,-0.100863,291.505
2498,89.395,-0.661526,292.341,0.0457,NA,NA,NA,89.395,-0.0618,293.625
2499,89.416,-1.22205,293.269,0.0527,NA,NA,NA,89.416,0.312721,294.554
2500,89.479,-6.1868,294.981,0.176742,NA,NA,NA,89.479,0.285283,296.238
2501,89.499,-6.7504,295.407,0.222481,NA,NA,NA,89.499,-0.260852,296.654
2502,89.52,-4.06718,295.609,0.206942,NA,NA,NA,89.52,-0.027,296.869
2503,89.541,-7.66561,296.408,0.249773,NA,NA,NA,89.541,-0.445773,297.673
2504,89.562,-8.64912,296.642,0.283476,NA,NA,NA,89.562,0.435812,297.932
2505,89.583,-8.58237,296.74,0.26719,NA,NA,NA,89.583,0.39365,298.032
2506,89.645,-10.8603,296.799,0.254783,NA,NA,NA,89.645,0.284588,298.112
2507,89.687,-9.2254,296.592,0.22909,NA,NA,NA,89.687,0.332999,297.927
2508,89.708,-6.60101,296.466,0.167127,NA,NA,NA,89.708,-0.567113,297.826
2509,89.729,-6.9319,296.427,0.170541,NA,NA,NA,89.729,-0.27756,297.799
2510,89.749,-3.50704,296.441,0.101508,NA,NA,NA,89.749,0.113458,297.78
2511,89.77,-1.37547,296.062,0.046,NA,NA,NA,89.77,-0.266998,297.432
2512,89.791,0.299905,295.505,0.0126,NA,NA,NA,89.791,0.270318,296.931
2513,89.812,1.82335,295.117,-0.0071,NA,NA,NA,89.812,0.185992,296.531
2514,89.833,0.702231,294.315,-0.00505,NA,NA,NA,89.833,0.272896,295.694
2515,89.854,-0.0854,293.076,-0.00062,NA,NA,NA,89.854,0.0306,294.396
2516,89.874,-2.91077,292.172,0.00431,NA,NA,NA,89.874,0.148669,293.455
2517,89.895,1.24732,289.911,-0.00131,NA,NA,NA,89.895,-0.479428,291.04
2518,89.916,1.11259,288.549,0.00395,NA,NA,NA,89.916,-0.252607,289.575
2519,89.958,1.83715,288.885,0.0045,NA,NA,NA,89.958,0.116306,289.854
2520,89.979,2.23885,289.078,-0.00144,NA,NA,NA,89.979,-0.0101,290.145
2521,90,0.927926,288.854,0.00439,NA,NA,NA,90,0.0577,289.825
2522,90.02,3.23726,289.592,0.000467,NA,NA,NA,90.02,-0.0308,290.381
2523,90.041,2.06987,289.387,0.00185,NA,NA,NA,90.041,-0.0301,290.474
2524,90.062,0.666847,290.195,0.0218,NA,NA,NA,90.062,0.0181,291.387
2525,90.083,1.19161,291.187,0.0135,NA,NA,NA,90.083,0.0531,292.474
2526,90.104,-0.308402,291.516,0.0189,NA,NA,NA,90.104,0.0075,292.846
2527,90.125,1.42407,291.959,0.0122,NA,NA,NA,90.125,0.0231,293.332
2528,90.145,1.67323,292.246,0.00217,NA,NA,NA,90.145,-0.0163,293.63
2529,90.166,1.11779,292.426,0.00652,NA,NA,NA,90.166,0.00113,293.815
2530,90.187,0.968067,292.549,0.0196,NA,NA,NA,90.187,-0.00491,293.946
2531,90.208,1.12808,292.806,0.0196,NA,NA,NA,90.208,-0.0116,294.22
2532,90.229,1.09514,292.778,0.00754,NA,NA,NA,90.229,0.0226,294.203
2533,90.25,0.896203,292.903,0.0133,NA,NA,NA,90.25,-0.00912,294.326
2534,90.27,1.38406,293.081,0.00321,NA,NA,NA,90.27,0.00217,294.513
2535,90.291,2.25729,292.958,0.00224,NA,NA,NA,90.291,-0.0123,294.394
2536,90.312,2.66881,292.747,-0.000421,NA,NA,NA,90.312,-0.00152,294.167
2537,90.333,1.87121,292.569,-0.00148,NA,NA,NA,90.333,-0.0155,293.956
2538,90.354,2.27854,291.79,-0.00188,NA,NA,NA,90.354,-0.0842,293.116
2539,90.395,-1.3284,295.222,0.0625,NA,NA,NA,90.395,0.47823,296.687
2540,90.416,-3.40584,295.647,0.105965,NA,NA,NA,90.416,-0.213837,297.093
2541,90.437,-4.56217,295.811,0.106257,NA,NA,NA,90.437,0.0648,297.231
2542,90.458,-6.15174,296.202,0.144128,NA,NA,NA,90.458,-0.435956,297.619
2543,90.541,-8.45699,297.419,0.257987,NA,NA,NA,90.541,-0.412942,298.92
2544,90.562,-7.29775,297.634,0.229224,NA,NA,NA,90.562,0.353679,299.136
2545,90.666,-1.58877,297.901,0.157225,NA,NA,NA,90.666,-0.551755,299.441
2546,90.687,-2.41279,298.128,0.125842,NA,NA,NA,90.687,0.519866,299.702
2547,90.749,-0.22735,297.446,0.046,NA,NA,NA,90.749,-0.055,299.03
2548,90.77,-0.645246,297.185,0.026,NA,NA,NA,90.77,-0.420789,298.742
2549,90.791,0.291869,296.544,0.00688,NA,NA,NA,90.791,0.170335,298.076
2550,90.812,1.0511,295.511,-0.00398,NA,NA,NA,90.812,-0.0991,296.992
2551,90.833,2.11322,294.873,-0.0112,NA,NA,NA,90.833,-0.157991,296.337
2552,90.854,1.47592,294.639,-0.0113,NA,NA,NA,90.854,-0.014,296.114
2553,90.874,1.29562,294.534,-0.0107,NA,NA,NA,90.874,0.0759,296.009
2554,90.895,2.30122,294.1,-0.0118,NA,NA,NA,90.895,0.085,295.535
2555,90.916,6.11124,292.104,-0.0163,NA,NA,NA,90.916,-0.153885,293.424
2556,90.979,7.37668,290.195,0.0223,NA,NA,NA,90.979,0.0163,290.967
2557,91,-6.82302,289.772,-0.0182,NA,NA,NA,91.02,0.00889,291.177
2558,91.02,-6.82302,289.772,-0.0182,NA,NA,NA,91.02,0.00644,290.493
2559,91.041,-6.82302,289.772,-0.0182,NA,NA,NA,91.02,-0.0096,289.975
2560,91.062,12.7793,288.446,0.0119,NA,NA,NA,91.083,0.0173,289.632
2561,91.083,12.7793,288.446,0.0119,NA,NA,NA,91.083,-0.0125,289.073
2562,91.104,-4.54802,287.947,-0.0217,NA,NA,NA,91.104,-0.00659,288.606
2563,91.125,2.95452,287.296,0.012,NA,NA,NA,91.125,-0.0189,287.912
2564,91.145,2.95452,287.296,0.012,NA,NA,NA,91.125,0.00613,288.613
2565,91.166,2.95452,287.296,0.012,NA,NA,NA,91.125,0.0172,289.306
2566,91.187,2.95452,287.296,0.012,NA,NA,NA,91.125,0.00654,289.59
2567,91.208,2.95452,287.296,0.012,NA,NA,NA,91.125,0.00722,290.36
2568,91.229,2.95452,287.296,0.012,NA,NA,NA,91.125,-0.00422,291.841
2569,91.25,2.95452,287.296,0.012,NA,NA,NA,91.125,-0.00269,291.791
2570,91.27,0.544514,294.13,0.0431,NA,NA,NA,91.395,-0.00731,290.972
2571,91.291,0.544514,294.13,0.0431,NA,NA,NA,91.395,0.00761,290.561
2572,91.312,0.544514,294.13,0.0431,NA,NA,NA,91.395,-0.0148,291.111
2573,91.333,0.544514,294.13,0.0431,NA,NA,NA,91.395,7.89E-05,291.673
2574,91.354,0.544514,294.13,0.0431,NA,NA,NA,91.395,0.0236,292.182
2575,91.374,0.544514,294.13,0.0431,NA,NA,NA,91.395,-0.00513,293.955
2576,91.395,0.544514,294.13,0.0431,NA,NA,NA,91.395,-0.0249,295.692
2577,91.416,-1.43614,295.815,0.0773,NA,NA,NA,91.416,0.00522,297.501
2578,91.437,-2.00026,296.925,0.0957,NA,NA,NA,91.437,0.137893,298.587
2579,91.458,-1.73714,298.304,0.118963,NA,NA,NA,91.458,-0.046,299.971
2580,91.479,-1.80103,299.407,0.0983,NA,NA,NA,91.479,-0.000352,301.071
2581,91.52,-0.510686,302.382,0.146203,NA,NA,NA,91.52,0.494645,303.737
2582,91.541,-0.628027,303.268,0.166531,NA,NA,NA,91.541,-0.0691,304.64
2583,91.562,0.581855,304.139,0.160931,NA,NA,NA,91.562,-0.0886,305.542
2584,91.583,1.40476,304.502,0.142042,NA,NA,NA,91.583,0.14162,305.887
2585,91.604,0.248565,305.07,0.203732,NA,NA,NA,91.604,-0.00796,306.378
2586,91.624,0.388057,305.048,0.252441,NA,NA,NA,91.624,-0.189268,306.352
2587,91.645,-1.45983,305.104,0.212121,NA,NA,NA,91.645,0.425523,306.394
2588,91.666,-1.55887,305.029,0.219445,NA,NA,NA,91.666,0.233614,306.3
2589,91.687,-1.37902,305.711,0.185943,NA,NA,NA,91.687,0.127385,306.962
2590,91.708,-1.33485,305.622,0.161773,NA,NA,NA,91.708,0.144852,306.858
2591,91.749,-0.497443,303.531,0.0944,NA,NA,NA,91.749,-0.326117,304.977
2592,91.791,-0.104661,302.335,0.0226,NA,NA,NA,91.791,0.168685,303.836
2593,91.812,1.28129,300.726,0.0086,NA,NA,NA,91.812,0.451049,302.258
2594,91.833,1.7306,299.844,0.0182,NA,NA,NA,91.833,0.190934,301.293
2595,91.854,0.400215,298.629,0.00168,NA,NA,NA,91.854,-0.513117,300.008
2596,91.874,-0.0258,296.915,-0.000209,NA,NA,NA,91.874,-0.300758,298.308
2597,91.895,-0.0258,296.915,-0.000209,NA,NA,NA,91.874,-0.202727,297.425
2598,91.958,1.77582,292.148,-0.00213,NA,NA,NA,91.958,0.324603,293.369
2599,91.979,3.74106,291.816,-0.0037,NA,NA,NA,91.979,0.00853,293.014
2600,92,0.830263,290.393,-0.00166,NA,NA,NA,92,0.0895,291.524
2601,92.02,1.56402,289.694,-0.00344,NA,NA,NA,92.02,0.00589,290.788
2602,92.041,-0.823628,289.109,0.000208,NA,NA,NA,92.041,-0.0107,290.174
2603,92.062,0.294006,288.52,-0.000566,NA,NA,NA,92.062,0.0191,289.539
2604,92.083,6.46037,288.005,0.00599,NA,NA,NA,92.083,0.0164,288.962
2605,92.104,2.7682,288.218,-0.00389,NA,NA,NA,92.104,0.0446,289.132
2606,92.125,2.32436,288.302,-0.00316,NA,NA,NA,92.125,0.0235,289.202
2607,92.145,2.9059,288.273,-0.00407,NA,NA,NA,92.145,-0.0563,289.18
2608,92.166,2.87463,288.672,-0.00373,NA,NA,NA,92.166,-0.0216,289.538
2609,92.187,1.39023,289.679,-0.00511,NA,NA,NA,92.187,-0.0248,290.631
2610,92.208,1.27123,289.729,-0.00706,NA,NA,NA,92.208,0.0135,290.612
2611,92.229,1.27123,289.729,-0.00706,NA,NA,NA,92.208,0.0168,291.774
2612,92.25,0.179884,291.106,-0.0108,NA,NA,NA,92.25,-0.00803,291.438
2613,92.27,0.179884,291.106,-0.0108,NA,NA,NA,92.25,0.0282,291.223
2614,92.291,0.179884,291.106,-0.0108,NA,NA,NA,92.25,0.0972,290.988
2615,92.312,2.9361,290.765,-0.00291,NA,NA,NA,92.333,0.00513,291.706
2616,92.333,2.9361,290.765,-0.00291,NA,NA,NA,92.333,-0.0212,291.651
2617,92.354,1.13269,291.547,0.00189,NA,NA,NA,92.354,-0.04,292.808
2618,92.374,1.03167,292.867,0.0153,NA,NA,NA,92.374,0.583008,294.295
2619,92.416,-0.941896,296.607,0.0785,NA,NA,NA,92.416,0.456376,298.124
2620,92.458,-1.92771,300.042,0.13269,NA,NA,NA,92.458,-0.285229,301.559
2621,92.52,-0.19477,302.726,0.167654,NA,NA,NA,92.52,-0.14008,304.375
2622,92.541,-0.828606,302.88,0.172516,NA,NA,NA,92.541,0.448627,304.497
2623,92.562,2.53891,304.684,0.214079,NA,NA,NA,92.562,0.392184,306.262
2624,92.583,5.61467,306.77,0.280145,NA,NA,NA,92.583,0.388945,308.161
2625,92.624,-0.134889,306.901,0.23486,NA,NA,NA,92.624,0.322471,308.397
2626,92.645,-0.694776,307.452,0.246806,NA,NA,NA,92.645,-0.0888,308.954
2627,92.666,0.103796,307.027,0.173255,NA,NA,NA,92.666,0.0519,308.493
2628,92.687,-0.0325,306.369,0.161865,NA,NA,NA,92.687,0.057,307.812
2629,92.708,-0.0451,305.028,0.128158,NA,NA,NA,92.708,0.150627,306.679
2630,92.729,-0.200084,303.624,0.102134,NA,NA,NA,92.729,0.0501,305.283
2631,92.749,-0.0344,302.463,0.0665,NA,NA,NA,92.749,-0.13578,304.164
2632,92.77,-0.771043,301.123,0.0287,NA,NA,NA,92.77,-0.0711,302.886
2633,92.791,0.178082,300.418,0.00539,NA,NA,NA,92.791,-0.168282,302.134
2634,92.812,1.04206,299.184,-0.00565,NA,NA,NA,92.812,0.0334,300.882
2635,92.833,1.90862,298.115,-0.0132,NA,NA,NA,92.833,-0.254322,299.795
2636,92.874,5.08927,296.039,-0.00703,NA,NA,NA,92.874,-0.0186,297.551
2637,92.895,-0.246547,297.022,-0.00177,NA,NA,NA,92.895,0.110903,298.601
2638,92.916,0.673751,296.157,-0.00533,NA,NA,NA,92.916,0.0681,297.742
2639,92.937,9.17609,294.933,-0.0193,NA,NA,NA,92.937,-0.189223,296.457
2640,92.958,-7.25452,293.753,0.00478,NA,NA,NA,92.958,0.0604,295.194
2641,92.979,-0.165436,293.251,-0.00123,NA,NA,NA,92.979,0.0524,294.613
2642,93,-1.60051,293.758,-0.000288,NA,NA,NA,93,0.0832,295.135
2643,93.02,2.71213,294.068,-0.00725,NA,NA,NA,93.02,-0.027,295.432
2644,93.041,2.41199,295.571,-0.002,NA,NA,NA,93.041,-0.0154,296.969
2645,93.062,1.38819,295.932,0.0103,NA,NA,NA,93.062,0.0252,297.343
2646,93.083,0.692629,296.198,0.00966,NA,NA,NA,93.083,-0.0765,297.614
2647,93.104,0.787037,295.978,0.00658,NA,NA,NA,93.104,0.0377,297.399
2648,93.125,0.613678,295.608,0.000623,NA,NA,NA,93.125,0.0654,297.041
2649,93.145,0.864608,295.486,0.000552,NA,NA,NA,93.145,0.00508,296.929
2650,93.166,0.674715,295.277,-0.00102,NA,NA,NA,93.166,0.0121,296.723
2651,93.187,0.457367,295.294,-0.00116,NA,NA,NA,93.187,-0.00413,296.739
2652,93.208,0.548213,295.275,-7.46E-05,NA,NA,NA,93.208,-0.0056,296.706
2653,93.229,0.511651,295.204,-0.000799,NA,NA,NA,93.229,-0.00453,296.622
2654,93.25,0.656845,295.035,-0.00226,NA,NA,NA,93.25,-0.000257,296.456
2655,93.27,0.598892,294.967,0.000335,NA,NA,NA,93.27,0.00685,296.371
2656,93.291,1.90836,295.166,0.00122,NA,NA,NA,93.291,0.00678,296.585
2657,93.312,1.61815,295.028,-0.000799,NA,NA,NA,93.312,0.00441,296.473
2658,93.333,1.47216,294.947,0.000131,NA,NA,NA,93.333,-0.00595,296.4
2659,93.354,0.980971,295.781,0.00713,NA,NA,NA,93.354,0.0104,297.245
2660,93.374,0.439461,297.838,0.0271,NA,NA,NA,93.374,0.10491,299.345
2661,93.395,-0.374313,299.488,0.0548,NA,NA,NA,93.395,-0.0277,301.041
2662,93.416,0.150876,301.216,0.044,NA,NA,NA,93.416,0.17153,302.804
2663,93.437,-0.765599,303.13,0.088,NA,NA,NA,93.437,0.0755,304.83
2664,93.458,-1.95941,303.961,0.129174,NA,NA,NA,93.458,0.236307,305.679
2665,93.479,-0.993081,305.09,0.103002,NA,NA,NA,93.479,-0.00977,306.8
2666,93.499,-0.778542,306.062,0.148722,NA,NA,NA,93.499,0.082,307.786
2667,93.52,-0.482255,306.582,0.171421,NA,NA,NA,93.52,0.0477,308.328
2668,93.541,-0.287727,306.967,0.163131,NA,NA,NA,93.541,-0.0749,308.71
2669,93.583,-0.319651,307.854,0.186259,NA,NA,NA,93.583,0.329024,309.588
2670,93.604,-0.421392,307.775,0.216858,NA,NA,NA,93.604,0.409218,309.488
2671,93.624,-0.101271,307.956,0.148525,NA,NA,NA,93.624,-0.514276,309.638
2672,93.729,0.264977,307.169,0.12888,NA,NA,NA,93.729,-0.291005,308.728
2673,93.791,-0.07,304.236,0.00737,NA,NA,NA,93.791,0.28025,305.945
2674,93.833,1.53471,303.644,0.0437,NA,NA,NA,93.833,0.575877,305.326
2675,93.874,-0.0149,300.229,-0.000803,NA,NA,NA,93.874,0.0943,301.83
2676,93.916,0.47205,302.184,0.0016,NA,NA,NA,93.916,-0.169735,303.708
2677,93.979,1.06421,299.928,0.00233,NA,NA,NA,93.979,0.454414,301.401
2678,94,2.50915,299.504,0.0069,NA,NA,NA,94,0.0919,301.01
2679,94.02,-9.74087,298.445,0.0045,NA,NA,NA,94.02,-0.188242,299.971
2680,94.041,1.99227,296.212,-0.000124,NA,NA,NA,94.041,0.110375,297.649
2681,94.062,-0.199127,295.653,-0.000517,NA,NA,NA,94.062,-0.0474,297.021
2682,94.083,-0.870418,297,-0.00584,NA,NA,NA,94.083,0.219611,298.379
2683,94.104,-0.862857,296.357,0.00151,NA,NA,NA,94.104,-0.0429,297.841
2684,94.125,-1.68102,295.221,0.00266,NA,NA,NA,94.125,-0.0275,296.665
2685,94.145,-2.29756,293.433,0.000307,NA,NA,NA,94.145,-0.0475,294.729
2686,94.187,-0.543297,290.73,-0.00307,NA,NA,NA,94.187,-0.088,291.787
2687,94.208,-9.25048,290.36,0.00127,NA,NA,NA,94.208,0.0148,291.335
2688,94.229,0.754881,290.826,-0.00744,NA,NA,NA,94.229,0.11207,291.533
2689,94.25,5.0186,290.546,0.0134,NA,NA,NA,94.25,-0.131405,291.264
2690,94.27,3.76898,289.981,0.00795,NA,NA,NA,94.27,-0.0682,290.735
2691,94.291,1.65132,289.658,-0.00558,NA,NA,NA,94.291,-0.0609,290.321
2692,94.312,2.16777,288.746,0.000106,NA,NA,NA,94.312,0.305869,289.507
