,DOY,co2_flux,air_temperature,ET,X,X.1,X.2,nearest_date,ch4_flux,i.air_temperature
698,45.291,3.5495,294.538,0.0351,NA,NA,NA,45.291,-0.00349,295.649
699,45.312,2.41133,294.869,0.0202,NA,NA,NA,45.312,-0.000763,295.979
700,45.333,2.1953,294.91,0.0462,NA,NA,NA,45.333,0.000347,296.083
701,45.354,0.962595,294.93,0.0599,NA,NA,NA,45.354,-0.00438,296.112
702,45.374,-2.93528,295.221,0.119777,NA,NA,NA,45.374,0.00948,296.384
703,45.395,-4.90929,295.61,0.135668,NA,NA,NA,45.395,-0.00771,296.76
704,45.416,-6.98638,295.799,0.168462,NA,NA,NA,45.416,-0.00291,296.936
705,45.437,-8.90926,296.236,0.221506,NA,NA,NA,45.437,-0.0248,297.392
706,45.458,-7.78053,296.396,0.209343,NA,NA,NA,45.458,0.0353,297.532
707,45.479,-8.81703,296.926,0.307654,NA,NA,NA,45.479,0.0554,298.091
708,45.499,-8.94639,297.411,0.3442,NA,NA,NA,45.499,-0.063,298.603
709,45.52,-8.28467,297.305,0.288616,NA,NA,NA,45.52,0.0164,298.509
710,45.541,-10.2694,297.232,0.310487,NA,NA,NA,45.541,0.117522,298.532
711,45.562,-9.53104,297.214,0.26353,NA,NA,NA,45.562,-0.0171,298.495
712,45.583,-11.4916,297.855,0.411645,NA,NA,NA,45.583,-0.00451,299.161
713,45.604,-8.62279,298.273,0.377591,NA,NA,NA,45.604,-0.00803,299.556
714,45.624,-9.82925,298.425,0.388967,NA,NA,NA,45.624,0.0108,299.714
715,45.645,-7.24918,298.075,0.339079,NA,NA,NA,45.645,0.0909,299.338
716,45.666,-7.87622,298.425,0.375759,NA,NA,NA,45.666,0.0889,299.702
717,45.687,-7.29363,298.343,0.339758,NA,NA,NA,45.687,0.0468,299.628
718,45.708,-6.00908,297.585,0.233393,NA,NA,NA,45.708,0.0882,298.863
719,45.729,-6.65082,297.634,0.224309,NA,NA,NA,45.729,-0.0615,298.891
720,45.749,-5.65028,297.38,0.208541,NA,NA,NA,45.749,-0.021,298.655
721,45.77,-4.16343,296.965,0.171448,NA,NA,NA,45.77,-0.369838,298.232
722,45.791,-1.73361,296.614,0.115092,NA,NA,NA,45.791,-0.0103,297.834
723,45.812,-0.166101,296.033,0.0621,NA,NA,NA,45.812,0.0173,297.251
724,45.833,1.20978,295.857,0.0489,NA,NA,NA,45.833,0.0328,297.083
725,45.854,2.05105,295.393,0.0276,NA,NA,NA,45.854,-0.0456,296.643
726,45.874,2.51588,295.5,0.0216,NA,NA,NA,45.874,-0.0118,296.823
727,45.895,3.02344,295.497,0.0353,NA,NA,NA,45.895,-0.0207,296.82
728,45.916,2.80174,295.31,0.027,NA,NA,NA,45.916,0.0693,296.633
729,45.937,2.65662,295.289,0.0249,NA,NA,NA,45.937,-0.0694,296.614
730,45.958,2.50241,295.198,0.0171,NA,NA,NA,45.958,-0.0297,296.524
731,45.979,2.33788,295.113,0.0129,NA,NA,NA,45.979,-0.0126,296.438
732,46,2.8059,294.989,0.0116,NA,NA,NA,46,0.0389,296.333
733,46.02,2.70225,295.238,0.0215,NA,NA,NA,46.02,0.0684,296.573
734,46.041,2.3761,295.478,0.0213,NA,NA,NA,46.041,-0.00492,296.831
735,46.062,2.51846,295.64,0.0209,NA,NA,NA,46.062,-0.00638,297
736,46.083,2.20157,295.652,0.0184,NA,NA,NA,46.083,-0.0127,297.017
737,46.104,2.00279,294.65,0.000683,NA,NA,NA,46.104,-0.00249,296.029
738,46.125,2.05929,293.918,-0.0018,NA,NA,NA,46.125,0.000148,295.272
739,46.145,2.29734,293.5,-0.00381,NA,NA,NA,46.145,-0.000773,294.83
740,46.166,1.97897,292.915,-0.00783,NA,NA,NA,46.166,-0.00299,294.227
741,46.187,1.38218,292.846,-0.00364,NA,NA,NA,46.187,0.00236,294.181
742,46.208,0.983269,293.604,-0.00153,NA,NA,NA,46.208,-0.00243,294.962
743,46.229,1.38536,292.911,-0.00731,NA,NA,NA,46.229,0.0018,294.253
744,46.25,3.01287,293.188,-0.00659,NA,NA,NA,46.25,0.000972,294.531
745,46.27,3.95913,293.355,-0.012,NA,NA,NA,46.27,-0.000509,294.706
746,46.291,3.35672,293.45,-0.0139,NA,NA,NA,46.291,0.00245,294.837
747,46.312,1.87956,293.834,-0.00357,NA,NA,NA,46.312,0.0071,295.255
748,46.333,-0.138114,294.644,0.0308,NA,NA,NA,46.333,0.00407,296.09
749,46.354,-2.10427,295.567,0.0753,NA,NA,NA,46.354,-0.00221,296.98
750,46.374,-3.64208,296.243,0.100083,NA,NA,NA,46.374,-0.00116,297.666
751,46.395,-4.48752,297.174,0.142751,NA,NA,NA,46.395,0.01,298.624
752,46.437,-6.57171,298.545,0.246357,NA,NA,NA,46.437,-0.00277,299.979
753,46.458,-6.08023,299.363,0.266462,NA,NA,NA,46.458,-0.0027,300.819
754,46.479,-5.95092,300.881,0.297923,NA,NA,NA,46.479,-0.00872,302.339
755,46.499,-6.01572,302.257,0.356884,NA,NA,NA,46.499,-0.00313,303.696
756,46.52,-4.71716,302.808,0.330306,NA,NA,NA,46.52,-0.00888,304.262
757,46.541,-4.28442,303.655,0.349807,NA,NA,NA,46.541,-0.0193,305.119
758,46.562,-3.44765,304.259,0.368466,NA,NA,NA,46.562,0.0133,305.723
759,46.583,-3.55074,304.96,0.417553,NA,NA,NA,46.583,-0.0315,306.442
760,46.604,-2.59385,305.24,0.347501,NA,NA,NA,46.604,-0.379781,306.709
761,46.624,-2.39711,305.668,0.353209,NA,NA,NA,46.624,-0.061,307.146
762,46.645,-1.80851,305.657,0.297321,NA,NA,NA,46.645,-0.0412,307.147
763,46.666,-2.5818,305.74,0.311715,NA,NA,NA,46.666,-0.0251,307.245
764,46.687,-1.66954,305.681,0.246512,NA,NA,NA,46.687,-0.012,307.185
765,46.708,-2.13195,305.955,0.259086,NA,NA,NA,46.708,0.0815,307.436
766,46.729,-2.33498,306.071,0.236214,NA,NA,NA,46.729,-0.064,307.584
767,46.749,-1.55651,305.412,0.18187,NA,NA,NA,46.749,-0.162649,306.899
768,46.77,-1.53382,304.664,0.176057,NA,NA,NA,46.77,0.209934,306.136
769,46.791,0.287067,303.548,0.111119,NA,NA,NA,46.791,0.0431,305.034
770,46.812,0.623741,302.406,0.0687,NA,NA,NA,46.812,0.0427,303.909
771,46.833,1.78498,301.769,0.0573,NA,NA,NA,46.833,-0.044,303.236
772,46.854,2.81235,300.818,0.0279,NA,NA,NA,46.854,0.0198,302.326
773,46.874,3.46862,300.099,0.0305,NA,NA,NA,46.874,0.198011,301.554
774,46.895,3.55229,299.433,0.0267,NA,NA,NA,46.895,-0.376825,300.832
775,46.916,2.68474,298.884,0.0185,NA,NA,NA,46.916,0.0135,300.242
776,46.937,3.28998,298.397,0.0215,NA,NA,NA,46.937,-0.0271,299.772
777,46.958,2.93348,298.006,0.0158,NA,NA,NA,46.958,0.0646,299.409
778,46.979,3.51304,297.681,0.016,NA,NA,NA,46.979,0.0834,299.111
779,47,2.88677,297.375,0.00983,NA,NA,NA,47,-0.0221,298.827
780,47.02,3.04745,297.09,0.00796,NA,NA,NA,47.02,-0.0514,298.552
781,47.041,2.39494,297.01,0.00789,NA,NA,NA,47.041,-0.0468,298.448
782,47.062,2.45464,296.868,0.00109,NA,NA,NA,47.062,-0.0034,298.312
783,47.083,2.79995,296.721,0.00579,NA,NA,NA,47.083,0.00678,298.147
784,47.104,2.02326,296.681,0.00476,NA,NA,NA,47.104,0.00523,298.102
785,47.125,2.35415,296.414,0.00263,NA,NA,NA,47.125,0.00451,297.814
786,47.145,2.34404,296.049,0.00196,NA,NA,NA,47.145,0.0026,297.41
787,47.166,1.05569,295.743,-6.00E-05,NA,NA,NA,47.166,-0.00337,297.087
788,47.187,-2.59267,294.3,0.000652,NA,NA,NA,47.187,0.000333,295.616
789,47.208,3.50095,292.655,-0.00683,NA,NA,NA,47.208,0.00387,293.926
790,47.229,4.49621,292.47,-0.0022,NA,NA,NA,47.229,0.011,293.716
791,47.25,10.4884,291.829,-0.0108,NA,NA,NA,47.25,0.0118,293.058
792,47.27,3.21244,291.76,-0.000319,NA,NA,NA,47.27,-0.000933,293.006
793,47.291,1.57862,291.127,-0.00174,NA,NA,NA,47.291,-0.00871,292.338
794,47.312,0.979146,291.098,-0.00133,NA,NA,NA,47.312,-0.00181,292.319
795,47.333,1.00422,294.212,0.00504,NA,NA,NA,47.333,-0.00119,295.611
796,47.354,-1.62537,295.966,0.0429,NA,NA,NA,47.354,-0.0148,297.442
797,47.374,-2.67455,297.272,0.0612,NA,NA,NA,47.374,-0.00993,298.771
798,47.395,-3.50015,298.278,0.0913,NA,NA,NA,47.395,0.0194,299.808
799,47.416,-4.74357,299.479,0.128445,NA,NA,NA,47.416,-0.0288,301.048
800,47.437,-3.55166,300.52,0.120826,NA,NA,NA,47.437,0.0039,302.133
801,47.458,-3.29099,301.497,0.147478,NA,NA,NA,47.458,-0.00467,303.148
802,47.479,-2.60429,303.055,0.214462,NA,NA,NA,47.479,0.0568,304.709
803,47.499,-1.14673,304.569,0.245992,NA,NA,NA,47.499,-0.0404,306.211
804,47.52,-1.18826,305.279,0.26061,NA,NA,NA,47.52,-0.119101,306.88
805,47.541,-0.0129,305.415,0.189882,NA,NA,NA,47.541,-0.0424,307.024
806,47.562,0.155761,306.322,0.277388,NA,NA,NA,47.562,0.0361,307.964
807,47.604,-0.0623,306.766,0.269396,NA,NA,NA,47.604,-0.0208,308.443
808,47.624,-2.11917,306.705,0.360773,NA,NA,NA,47.624,-0.0816,308.435
809,47.645,-1.8568,307.145,0.424711,NA,NA,NA,47.645,-0.0109,308.89
810,47.666,-1.83577,307.038,0.307213,NA,NA,NA,47.666,0.061,308.793
811,47.687,0.147726,307.736,0.32597,NA,NA,NA,47.687,0.467098,309.428
812,47.708,0.292686,307.172,0.23504,NA,NA,NA,47.708,0.115778,308.9
813,47.729,-0.985465,306.182,0.192811,NA,NA,NA,47.729,-0.059,307.94
814,47.749,-0.841259,305.945,0.173491,NA,NA,NA,47.749,-0.0892,307.838
815,47.77,-0.867496,305.006,0.149009,NA,NA,NA,47.77,-0.038,307.018
816,47.791,0.748828,304.515,0.0869,NA,NA,NA,47.791,-0.0405,306.539
817,47.812,-0.179255,304.396,0.0687,NA,NA,NA,47.812,-0.101557,306.332
818,47.833,1.19244,303.705,0.0365,NA,NA,NA,47.833,0.222905,305.55
819,47.854,2.46173,302.267,0.011,NA,NA,NA,47.854,0.0139,304.093
820,47.874,3.2651,300.821,0.0124,NA,NA,NA,47.874,0.0489,302.551
821,47.895,2.67803,299.963,0.00948,NA,NA,NA,47.895,-0.159229,301.648
822,47.916,3.59835,299.488,0.0141,NA,NA,NA,47.916,-0.0366,301.144
823,47.937,3.22913,299.042,0.0135,NA,NA,NA,47.937,-0.0106,300.647
824,47.958,2.18769,298.428,0.00241,NA,NA,NA,47.958,0.0688,300.013
825,47.979,3.88425,298.101,0.0108,NA,NA,NA,47.979,-0.056,299.675
826,48,2.39488,297.814,0.00474,NA,NA,NA,48,-0.0297,299.387
827,48.02,2.59405,297.345,-0.00124,NA,NA,NA,48.02,-0.00575,298.915
828,48.041,-0.386243,296.495,0.000662,NA,NA,NA,48.041,-0.0243,298.048
829,48.062,-1.46834,295.297,0.00133,NA,NA,NA,48.062,-0.0436,296.808
830,48.083,0.89506,295.337,-0.00161,NA,NA,NA,48.083,-0.00169,296.852
831,48.104,2.15377,295.253,-0.00675,NA,NA,NA,48.104,-0.000244,296.776
832,48.125,1.94258,295.271,-0.00446,NA,NA,NA,48.125,-0.0212,296.796
833,48.145,6.82772,292.911,-0.00633,NA,NA,NA,48.145,-0.00345,294.303
834,48.166,6.82772,292.911,-0.00633,NA,NA,NA,48.145,-0.0333,293.329
835,48.187,5.5737,292.379,-0.0413,NA,NA,NA,48.187,0.000717,293.31
836,48.208,-2.52567,291.273,-0.0407,NA,NA,NA,48.208,0.00352,292.336
837,48.229,7.04351,290.713,0.00383,NA,NA,NA,48.229,-0.00162,291.697
838,48.25,0.327637,289.425,-0.00532,NA,NA,NA,48.25,0.00121,290.436
839,48.27,0.327637,289.425,-0.00532,NA,NA,NA,48.25,-0.00128,292.434
840,48.291,1.82296,290.469,-0.00509,NA,NA,NA,48.312,0.000849,290.367
841,48.312,1.82296,290.469,-0.00509,NA,NA,NA,48.312,-0.00104,291.159
842,48.333,4.76256,293.34,0.00203,NA,NA,NA,48.333,-0.000906,294.694
843,48.354,1.46788,296.18,0.0346,NA,NA,NA,48.354,0.00269,297.813
844,48.374,-2.52562,297.272,0.0743,NA,NA,NA,48.374,0.0206,298.96
845,48.395,-3.688,298.221,0.0987,NA,NA,NA,48.395,-0.0581,299.94
846,48.416,-4.67873,299.499,0.157693,NA,NA,NA,48.416,-0.000234,301.258
847,48.437,-4.02929,300.69,0.176986,NA,NA,NA,48.437,-0.00237,302.505
848,48.458,-8.17289,300.915,0.267721,NA,NA,NA,48.458,-0.0279,302.813
849,48.479,-8.2648,301.121,0.275782,NA,NA,NA,48.479,0.000437,303.051
850,48.499,-7.41377,302.097,0.339034,NA,NA,NA,48.499,0.0252,304.078
851,48.52,-5.97448,302.688,0.332035,NA,NA,NA,48.52,-0.169797,304.672
852,48.541,-6.24087,303.664,0.395195,NA,NA,NA,48.541,0.303564,305.728
853,48.562,-1.68138,305.478,0.370748,NA,NA,NA,48.562,0.0138,307.469
854,48.583,-1.2208,306.232,0.318718,NA,NA,NA,48.583,0.172388,308.202
855,48.604,-1.02022,306.746,0.296276,NA,NA,NA,48.604,-0.0571,308.724
856,48.624,-0.957082,306.953,0.347592,NA,NA,NA,48.624,0.170666,308.897
857,48.645,-0.746589,306.906,0.292404,NA,NA,NA,48.645,0.147882,308.919
858,48.666,-2.01367,306.31,0.316019,NA,NA,NA,48.666,-0.165376,308.473
859,48.687,-1.98179,306.321,0.260824,NA,NA,NA,48.687,0.0349,308.585
860,48.708,-1.21229,305.889,0.186656,NA,NA,NA,48.708,0.025,308.124
861,48.729,-1.02202,305.778,0.174865,NA,NA,NA,48.729,0.0145,307.982
862,48.749,-0.871552,305.744,0.13864,NA,NA,NA,48.749,-0.0153,307.916
863,48.77,-0.222884,305.299,0.12388,NA,NA,NA,48.77,-0.0895,307.456
864,48.791,-0.00254,306.404,0.12363,NA,NA,NA,48.791,-0.00962,308.467
865,48.812,-0.374009,305.577,0.0728,NA,NA,NA,48.812,0.03,307.522
866,48.833,1.15957,304.194,0.0405,NA,NA,NA,48.833,-0.0345,306.065
867,48.854,2.78395,303.059,0.0169,NA,NA,NA,48.854,0.00671,304.891
868,48.874,2.63223,302.256,0.0115,NA,NA,NA,48.874,-0.104048,304.029
869,48.895,2.44651,301.434,0.0203,NA,NA,NA,48.895,-0.0999,303.12
870,48.916,2.96511,300.638,0.0148,NA,NA,NA,48.916,-0.0305,302.249
871,48.937,3.71882,300.164,0.00973,NA,NA,NA,48.937,-0.0532,301.8
872,48.958,2.96106,299.296,-0.000468,NA,NA,NA,48.958,0.0895,300.933
873,48.979,2.09004,298.757,-0.000969,NA,NA,NA,48.979,-0.0398,300.361
874,49,2.09224,297.986,-0.00816,NA,NA,NA,49,0.0779,299.55
875,49.02,1.53232,297.13,-0.00641,NA,NA,NA,49.02,0.00792,298.65
876,49.041,1.9311,296.432,-0.00766,NA,NA,NA,49.041,0.0151,297.924
877,49.062,0.126661,295.28,-0.0054,NA,NA,NA,49.062,-0.000818,296.725
878,49.083,-1.54674,293.068,-0.000501,NA,NA,NA,49.083,0.00538,294.381
879,49.104,3.02417,291.587,-0.00442,NA,NA,NA,49.104,-0.0139,292.778
880,49.125,1.47125,291.038,-0.00645,NA,NA,NA,49.125,0.00214,292.142
881,49.145,-1.42417,290.551,-0.000401,NA,NA,NA,49.145,0.00322,291.609
882,49.166,2.03419,290.068,-0.00392,NA,NA,NA,49.166,-0.00688,291.097
883,49.187,1.89789,289.942,-0.00308,NA,NA,NA,49.187,-0.0247,290.962
884,49.208,1.48876,289.964,-0.00354,NA,NA,NA,49.208,-0.00967,290.959
885,49.229,1.48876,289.964,-0.00354,NA,NA,NA,49.208,0.00108,293.763
886,49.25,4.03325,294.043,-0.00932,NA,NA,NA,49.25,-0.000125,295.281
887,49.27,3.45868,294.222,-0.00612,NA,NA,NA,49.27,0.0036,295.514
888,49.291,3.05563,294.226,-0.00504,NA,NA,NA,49.291,-0.00363,295.536
889,49.312,3.154,293.697,-0.00434,NA,NA,NA,49.312,-0.000781,295.038
890,49.333,0.824473,294.887,0.00717,NA,NA,NA,49.333,-0.0132,296.348
891,49.354,-0.379608,296.604,0.0398,NA,NA,NA,49.354,-0.00292,298.157
892,49.374,-0.85517,297.989,0.0531,NA,NA,NA,49.374,0.0156,299.614
893,49.395,-2.32485,299.597,0.0931,NA,NA,NA,49.395,-0.0534,301.272
894,49.416,-1.49949,300.988,0.0988,NA,NA,NA,49.416,-0.0114,302.654
895,49.437,-3.15666,302.17,0.175099,NA,NA,NA,49.437,0.053,303.852
896,49.458,-2.19511,303.506,0.153159,NA,NA,NA,49.458,-0.0334,305.142
897,49.479,-1.24712,304.634,0.202919,NA,NA,NA,49.479,-0.225124,306.24
898,49.499,-0.717914,305.53,0.207069,NA,NA,NA,49.499,-0.0571,307.056
899,49.52,0.063,306.603,0.252509,NA,NA,NA,49.52,0.474131,308.083
900,49.541,-0.466139,307.04,0.246758,NA,NA,NA,49.541,0.0332,308.537
901,49.562,-0.0137,307.749,0.254865,NA,NA,NA,49.562,0.105144,309.246
902,49.583,0.247825,307.738,0.290297,NA,NA,NA,49.583,0.480031,309.226
903,49.604,-1.83813,307.851,0.414078,NA,NA,NA,49.604,-0.0567,309.598
904,49.624,-1.99866,307.354,0.372753,NA,NA,NA,49.624,-0.0364,309.266
905,49.645,-2.95425,306.231,0.366633,NA,NA,NA,49.645,-0.0221,308.239
906,49.666,-2.30358,305.719,0.270308,NA,NA,NA,49.666,0.0153,307.785
907,49.687,-2.08646,305.601,0.260391,NA,NA,NA,49.687,-0.0238,307.576
908,49.708,-1.81633,306.269,0.224153,NA,NA,NA,49.708,0.0775,308.249
909,49.729,-1.03941,306.905,0.19446,NA,NA,NA,49.729,0.0149,308.957
910,49.749,-0.459442,307.827,0.184063,NA,NA,NA,49.749,-0.013,309.625
911,49.77,-0.155464,306.743,0.140767,NA,NA,NA,49.77,-0.0493,308.556
912,49.791,-0.0159,305.445,0.150211,NA,NA,NA,49.791,0.0258,307.236
913,49.812,-0.223643,304.846,0.0977,NA,NA,NA,49.812,-0.0244,306.613
914,49.833,0.994082,303.754,0.0472,NA,NA,NA,49.833,0.0706,305.352
915,49.854,2.17207,302.489,0.0193,NA,NA,NA,49.854,0.00506,304.234
916,49.874,3.03227,301.485,0.008,NA,NA,NA,49.874,0.069,303.193
917,49.895,2.19883,300.756,6.80E-05,NA,NA,NA,49.895,-0.248719,302.476
918,49.916,0.484362,300.081,-0.000682,NA,NA,NA,49.916,0.151376,301.797
919,49.937,-2.64084,298.868,0.000817,NA,NA,NA,49.937,0.120658,300.54
920,49.958,1.50232,297.644,-0.00648,NA,NA,NA,49.958,-0.191118,299.265
921,49.979,-2.66698,296.905,-0.00499,NA,NA,NA,49.979,-0.0475,298.451
922,50,0.739643,296.353,0.00109,NA,NA,NA,50,-0.00169,297.808
923,50.02,5.49198,296.954,0.000922,NA,NA,NA,50.02,0.00136,298.365
924,50.041,3.50834,296.18,-0.00414,NA,NA,NA,50.041,-0.0269,297.598
925,50.062,3.93616,296.186,-0.00414,NA,NA,NA,50.062,-0.00067,297.612
926,50.083,0.586212,297.099,-0.00636,NA,NA,NA,50.083,0.00661,298.613
927,50.104,1.30673,297.398,-0.00732,NA,NA,NA,50.104,-0.00345,299.015
928,50.125,0.820363,297.586,-0.00257,NA,NA,NA,50.125,-0.00571,299.194
929,50.145,1.012,297.793,-0.00147,NA,NA,NA,50.145,0.00416,299.377
930,50.166,1.41739,297.085,-0.00607,NA,NA,NA,50.166,0.00241,298.668
931,50.187,0.967994,296.473,-0.0033,NA,NA,NA,50.187,-0.00137,298.023
932,50.208,4.18608,295.404,-0.00852,NA,NA,NA,50.208,0.00555,296.882
933,50.229,0.760574,294.999,-0.00305,NA,NA,NA,50.229,-0.00224,296.441
934,50.25,3.57881,295.336,-0.00994,NA,NA,NA,50.25,0.00437,296.808
935,50.27,2.84217,296.146,-0.00417,NA,NA,NA,50.27,-0.00146,297.646
936,50.291,2.29558,296.216,-0.00214,NA,NA,NA,50.291,0.00354,297.731
937,50.312,2.01091,296.225,0.000503,NA,NA,NA,50.312,0.00103,297.73
938,50.333,1.18002,298.301,0.015,NA,NA,NA,50.333,-0.00209,299.879
939,50.354,0.0108,300.23,0.0446,NA,NA,NA,50.354,0.00512,301.869
940,50.374,-0.378155,301.814,0.0723,NA,NA,NA,50.374,-0.00446,303.487
941,50.395,-0.74849,303.174,0.106043,NA,NA,NA,50.395,0.00425,304.872
942,50.416,-0.288818,304.483,0.114983,NA,NA,NA,50.416,0.00873,306.142
943,50.437,-0.648096,306.149,0.131423,NA,NA,NA,50.437,-0.0144,307.806
944,50.479,-1.70067,307.166,0.221438,NA,NA,NA,50.479,0.00452,308.734
945,50.499,-1.13601,308.036,0.22871,NA,NA,NA,50.499,0.01,309.617
946,50.52,-0.544958,308.579,0.183417,NA,NA,NA,50.52,0.00323,310.154
947,50.541,-0.0501,309.286,0.189009,NA,NA,NA,50.541,-0.000351,310.85
948,50.562,-0.327926,309.888,0.228327,NA,NA,NA,50.562,-0.0185,311.508
949,50.583,0.397538,310.488,0.193622,NA,NA,NA,50.583,0.0256,312.103
950,50.604,-0.127852,310.173,0.280628,NA,NA,NA,50.604,-0.00912,311.976
951,50.624,0.12929,310.367,0.268803,NA,NA,NA,50.624,0.0103,312.194
952,50.645,0.137979,310.014,0.335534,NA,NA,NA,50.645,0.000774,311.845
953,50.666,-0.112928,309.843,0.294015,NA,NA,NA,50.666,-0.00288,311.609
954,50.687,-0.15207,309.788,0.225034,NA,NA,NA,50.687,-0.00591,311.551
955,50.708,-0.212784,309.96,0.216048,NA,NA,NA,50.708,0.0789,311.713
956,50.729,0.474843,309.9,0.14726,NA,NA,NA,50.729,0.0962,311.643
957,50.749,0.369319,310.049,0.156146,NA,NA,NA,50.749,0.0111,311.75
958,50.77,0.642267,309.689,0.0837,NA,NA,NA,50.77,0.146415,311.414
959,50.791,0.871342,309.277,0.0991,NA,NA,NA,50.791,-0.00975,311.085
960,50.812,0.201319,309.043,0.0488,NA,NA,NA,50.812,-0.0401,310.794
961,50.833,0.681581,308.937,0.0163,NA,NA,NA,50.833,-0.0236,310.548
962,50.854,0.841404,305.997,0.00507,NA,NA,NA,50.854,0.0169,307.66
963,50.874,1.71534,305.05,0.0108,NA,NA,NA,50.874,-0.00299,306.761
964,50.895,0.97086,304.814,0.0102,NA,NA,NA,50.895,-0.0218,306.536
965,50.916,0.871118,304.987,0.0149,NA,NA,NA,50.916,0.0164,306.688
966,50.937,1.71004,305.182,0.0252,NA,NA,NA,50.937,0.0148,306.864
967,50.958,1.42308,305.382,0.0238,NA,NA,NA,50.958,0.0265,307.029
968,50.979,1.61805,305.34,0.0241,NA,NA,NA,50.979,-0.0251,306.966
969,51,1.48331,305.057,0.0218,NA,NA,NA,51,0.0181,306.676
970,51.02,1.54895,304.757,0.0211,NA,NA,NA,51.02,-0.0205,306.347
971,51.041,1.5077,304.241,0.0212,NA,NA,NA,51.041,0.0678,305.83
972,51.062,1.4626,303.301,0.017,NA,NA,NA,51.062,0.0136,304.896
973,51.083,1.5518,302.678,0.0167,NA,NA,NA,51.083,0.15219,304.263
974,51.104,1.38603,302.324,0.0147,NA,NA,NA,51.104,-0.0188,303.894
975,51.125,1.21926,302.236,0.0141,NA,NA,NA,51.125,-0.043,303.787
976,51.145,1.15054,302.568,0.0147,NA,NA,NA,51.145,0.0192,304.104
977,51.166,2.0731,301.545,0.00402,NA,NA,NA,51.166,-0.00741,303.404
978,51.187,1.802,299.88,-0.00602,NA,NA,NA,51.187,0.0477,301.719
979,51.208,4.86497,299.104,-0.0122,NA,NA,NA,51.208,-0.00565,300.905
980,51.229,2.79364,299.208,-0.0157,NA,NA,NA,51.229,0.0117,301.111
981,51.25,3.95081,298.904,-0.0106,NA,NA,NA,51.25,0.0366,300.809
982,51.27,4.66725,298.867,0.0157,NA,NA,NA,51.27,0.0772,300.743
983,51.291,4.3959,298.809,0.0142,NA,NA,NA,51.291,0.0332,300.653
984,51.312,1.49462,299.608,0.0422,NA,NA,NA,51.312,0.00989,300.364
985,51.333,2.00353,298.712,0.0143,NA,NA,NA,51.333,-0.124365,300.322
986,51.354,-0.379042,298.585,0.0414,NA,NA,NA,51.354,-0.0494,300.371
987,51.374,-6.3403,299.187,0.122027,NA,NA,NA,51.374,0.0479,301.077
988,51.395,-0.456606,298.762,0.0371,NA,NA,NA,51.395,0.0864,300.608
989,51.416,-3.51744,298.852,0.0588,NA,NA,NA,51.416,0.00863,300.726
990,51.437,-3.99157,298.501,0.0673,NA,NA,NA,51.437,0.0215,300.305
991,51.458,-3.39902,298.497,0.0766,NA,NA,NA,51.458,-0.00678,300.284
992,51.479,-6.95458,298.683,0.0948,NA,NA,NA,51.479,-0.0218,300.506
993,51.499,-8.22698,299.318,0.118702,NA,NA,NA,51.499,0.015,301.188
994,51.52,-9.6326,299.804,0.164021,NA,NA,NA,51.52,0.0118,301.716
995,51.541,-13.6559,300.461,0.243223,NA,NA,NA,51.541,0.0087,302.465
996,51.562,-14.4726,300.604,0.267015,NA,NA,NA,51.562,0.0173,302.628
997,51.583,-14.4726,300.604,0.267015,NA,NA,NA,51.562,0.0127,303.387
998,51.604,-14.8403,301.135,0.387698,NA,NA,NA,51.604,-0.0375,303.201
999,51.624,-13.9843,301.231,0.37575,NA,NA,NA,51.624,-0.0151,303.292
1000,51.645,-8.24719,301.517,0.253278,NA,NA,NA,51.645,0.131493,303.522
1001,51.666,-7.30393,300.543,0.19176,NA,NA,NA,51.666,0.0667,302.434
1002,51.687,-7.771,300.626,0.176172,NA,NA,NA,51.687,0.0049,302.481
1003,51.708,-7.83557,300.008,0.16695,NA,NA,NA,51.708,-0.00713,301.792
1004,51.729,-4.54951,299.152,0.0795,NA,NA,NA,51.729,-0.158782,300.873
1005,51.749,-8.86751,299.392,0.146475,NA,NA,NA,51.749,0.0157,301.106
1006,51.77,-4.02327,299.068,0.0755,NA,NA,NA,51.77,-0.0148,300.753
1007,51.791,-0.445823,298.239,0.0378,NA,NA,NA,51.791,0.0198,299.873
1008,51.812,0.413187,297.98,0.0167,NA,NA,NA,51.812,0.0212,299.588
1009,51.833,1.78107,297.836,0.00923,NA,NA,NA,51.833,0.0166,299.433
1010,51.854,2.67377,297.554,0.0017,NA,NA,NA,51.854,-0.0264,299.129
1011,51.874,2.69968,297.469,0.00212,NA,NA,NA,51.874,-0.0137,299.031
1012,51.895,2.56331,297.395,0.00443,NA,NA,NA,51.895,-0.0105,298.951
1013,51.916,2.75561,297.206,0.00766,NA,NA,NA,51.916,0.00967,298.74
1014,51.937,2.97017,297.064,0.0059,NA,NA,NA,51.937,-0.000379,298.58
1015,51.958,2.5951,297.049,0.00513,NA,NA,NA,51.958,-0.0175,298.562
1016,51.979,2.55192,296.974,0.00566,NA,NA,NA,51.979,-0.0215,298.483
1017,52,2.15305,296.933,0.00323,NA,NA,NA,52,0.0554,298.441
1018,52.02,2.8264,296.867,0.00632,NA,NA,NA,52.02,-0.00898,298.365
1019,52.041,2.45384,296.835,0.00676,NA,NA,NA,52.041,-0.0257,298.325
1020,52.062,2.29128,296.802,0.00417,NA,NA,NA,52.062,0.00644,298.297
