DOY,ch4_flux,air_temperature
320.5,-6.68E-02,292.686
320.562,-1.15E-02,293.658
320.583,-5.16E-02,293.511
320.646,8.62E-03,293.786
320.667,3.14E-02,293.584
320.729,-4.79E-02,293.244
320.75,4.40E-02,292.851
320.812,-3.03E-03,292.381
320.833,-0.189544,292.434
320.896,4.98E-03,291.918
320.917,4.47E-03,291.94
320.979,-4.66E-03,291.025
321,-6.24E-03,290.86
321.062,4.45E-04,290.748
321.083,-4.01E-03,290.865
321.146,4.55E-04,291.402
321.167,-3.60E-04,291.547
321.229,-1.06E-03,291.801
321.25,1.98E-03,292.235
321.312,-5.90E-04,292.466
321.333,4.68E-03,292.82
321.583,3.00E-02,295.935
321.604,-1.14E-02,295.889
321.625,0.160763,295.851
321.646,5.94E-02,295.636
321.729,-4.14E-02,294.67
321.812,3.87E-02,293.591
321.833,-7.46E-03,292.967
321.896,3.38E-02,291.877
321.917,2.39E-02,291.073
321.979,2.81E-02,287.645
322,2.37E-02,287.147
322.062,5.31E-03,288.107
322.083,0.123646,289.311
322.146,2.16E-04,289.552
322.167,-7.49E-02,289.873
322.229,1.15E-03,290.159
322.25,-1.15E-03,290.769
322.312,2.03E-02,295.882
322.333,-1.92E-02,298.124
322.396,4.22E-03,299.173
322.417,1.77E-02,301.104
322.479,-0.460127,300.022
322.5,4.55E-02,302.063
322.562,-0.248172,300.212
322.583,5.02E-02,301.322
322.646,0.390267,305.509
322.667,8.04E-02,306
322.729,-6.43E-02,305.185
322.75,3.58E-02,304.689
322.812,-0.452769,303.078
322.896,-3.39E-02,298.238
322.917,-6.46E-02,297.571
322.979,-0.116745,295.862
323,6.92E-02,295.643
323.062,8.96E-03,294.849
323.083,-3.61E-02,294.697
323.146,1.31E-02,294.319
323.167,6.43E-03,294.312
323.229,5.62E-03,293.817
323.25,9.97E-03,293.823
323.312,1.14E-02,294.127
323.333,-6.50E-03,294.454
323.396,1.44E-02,295.421
323.417,2.47E-02,295.648
323.479,0.230856,296.297
323.5,-0.221839,296.494
323.562,-7.45E-02,296.719
323.583,0.325356,297.104
323.646,4.75E-02,296.083
323.667,2.34E-02,295.687
323.729,-2.03E-02,294.544
323.75,-6.30E-03,294.198
323.812,1.67E-02,293.693
323.833,-1.19E-02,293.512
323.896,3.40E-02,293.628
323.917,2.78E-02,293.428
323.979,5.74E-03,293.367
324,-1.57E-02,293.466
324.062,-1.20E-02,292.467
324.083,1.48E-03,292.881
324.146,-8.33E-03,293.003
324.167,-3.16E-03,293.03
324.229,1.14E-03,292.879
324.25,2.48E-03,293.088
324.312,1.57E-02,293.607
324.333,-7.30E-02,293.994
324.396,-6.12E-03,295.136
324.417,-3.13E-03,294.914
324.479,3.79E-02,295.983
324.5,6.82E-02,295.945
324.562,-0.162082,296.047
324.583,7.86E-02,296.146
324.646,-5.71E-02,295.977
324.667,-8.86E-02,295.66
324.729,6.25E-04,294.856
324.75,6.29E-02,294.291
324.812,3.26E-02,293.181
324.833,9.36E-03,292.971
324.896,-6.39E-03,293.287
324.917,-2.94E-02,293.254
324.979,-3.57E-02,293.186
325,-4.34E-03,293.135
325.062,-1.71E-03,292.191
325.083,2.09E-02,291.989
325.146,7.97E-03,292.241
325.167,-1.86E-02,292.101
325.229,3.96E-03,292.838
325.25,-3.45E-03,293.076
325.312,-9.58E-03,293.775
325.333,3.84E-03,294.355
325.396,0.198895,295.155
325.417,-1.84E-02,295.31
325.479,4.15E-02,296.205
325.5,9.33E-02,296.469
325.562,-4.29E-02,296.276
325.583,0.265308,296.649
325.646,-1.94E-02,297.04
325.667,0.505541,297.001
325.729,-0.182197,296.375
325.75,-4.94E-02,295.937
325.812,-1.50E-02,294.771
325.833,0.111847,294.571
325.896,8.01E-03,294.115
325.917,-4.29E-02,294.055
325.979,-5.79E-03,292.216
326,-2.90E-02,291.19
326.062,7.03E-02,290.261
326.083,-0.195283,291.76
326.146,-1.49E-02,291.131
326.167,-6.83E-03,291.171
326.229,-5.79E-02,291.967
326.25,5.04E-02,292.682
326.312,5.82E-02,295.338
326.333,-1.62E-02,295.913
326.396,1.97E-02,297.205
326.479,2.22E-02,299.534
326.5,0.10525,300.129
326.562,-3.95E-02,300.747
326.583,-1.39E-02,300.686
326.646,5.92E-02,300.876
326.667,-7.36E-02,300.791
326.729,8.96E-02,301.352
326.75,-2.44E-03,300.928
327.479,-0.155549,304.846
327.5,0.119607,305.159
327.562,2.99E-02,306.22
327.583,-0.527342,306.817
327.646,-1.93E-02,306.78
327.667,2.92E-02,306.779
327.729,-0.347134,306.804
327.75,0.101392,306.424
327.812,3.35E-02,303.567
327.833,-7.52E-02,302.824
327.896,0.167146,301.624
327.917,8.48E-02,301.059
327.979,-9.91E-03,300.33
328,0.165958,298.474
328.062,-1.27E-02,298.055
328.083,9.36E-03,300.224
328.146,4.16E-02,301.692
328.167,3.40E-02,301.447
328.25,-7.69E-03,301.217
328.312,-2.77E-02,300.328
328.333,4.83E-02,301.869
328.396,3.29E-02,304.103
328.479,-3.78E-02,305.724
328.5,-7.24E-02,305.4
328.562,-8.62E-02,302.358
328.583,-1.58E-02,302.494
328.646,-7.04E-02,299.368
328.667,-5.10E-03,299.062
328.729,-5.26E-02,299.623
328.75,1.97E-02,299.387
354.562,-2.54E-02,302.774
354.583,-6.54E-02,303.715
354.646,-0.137155,301.604
354.667,-6.16E-02,300.252
354.729,5.25E-02,299.74
354.75,4.22E-02,299.358
354.812,-3.81E-02,298.617
354.833,-0.120035,298.372
354.896,-1.42E-02,298.202
354.917,0.180279,298.039
354.979,-2.72E-02,297.203
355,-4.66E-02,297.116
355.062,1.23E-02,292.913
355.083,2.09E-03,293.446
355.146,0.134176,296.154
355.167,-6.29E-02,296.094
355.229,9.67E-02,296.69
355.25,3.74E-03,296.889
355.312,4.45E-02,297.357
355.333,5.24E-02,297.616
355.396,-3.38E-02,298.756
355.417,4.43E-02,299.118
355.479,8.40E-02,300.745
355.5,-9.48E-02,301.87
355.562,1.49E-02,301.898
355.583,1.09E-02,302.08
355.646,-2.50E-04,300.26
355.667,1.41E-02,299.881
355.729,-0.124869,299.573
355.75,-3.92E-02,299.152
355.812,0.112847,297.663
355.833,-7.79E-03,297.343
355.896,6.97E-03,297.488
355.917,1.51E-02,297.375
355.979,0.100789,297.262
356,-1.21E-02,297.231
356.062,-2.68E-02,296.992
356.083,-0.499894,297.123
356.146,-6.25E-02,296.453
356.229,0.200629,301.423
356.312,6.29E-02,296.595
356.333,-4.46E-02,297.124
356.396,-2.39E-02,297.707
356.417,-3.52E-02,297.06
356.479,-9.02E-04,297.717
356.5,-2.84E-02,298.221
356.562,-3.67E-02,298.696
356.583,-2.26E-02,298.805
356.646,2.37E-02,298.503
356.667,1.64E-02,298.616
356.729,-4.36E-02,297.948
356.75,1.52E-02,297.467
356.812,-6.65E-03,295.794
356.833,2.96E-02,295.363
356.896,-4.57E-02,294.919
356.917,3.32E-03,294.593
356.979,-5.49E-02,293.515
357,7.49E-02,293.431
357.062,-4.74E-02,294.663
357.083,-1.82E-02,294.302
357.146,4.33E-02,293.114
357.167,5.44E-03,293.034
357.229,1.70E-02,294.088
357.25,-2.38E-02,294.8
357.312,1.07E-02,296.025
357.333,4.19E-02,296.102
357.396,-0.173958,296.918
357.417,0.184499,297.4
357.479,4.26E-02,298.149
357.5,-6.00E-02,298.389
357.562,-0.2492,298.228
357.583,9.05E-03,298.464
357.646,5.36E-02,298.448
357.667,0.104012,298.498
357.729,0.123551,298.196
357.75,-1.57E-02,297.719
357.812,-6.90E-02,296.233
357.833,0.221473,295.677
357.896,-4.32E-03,295.401
357.917,1.48E-02,294.362
357.979,7.71E-03,289.968
358,-4.17E-03,290.372
358.062,-3.10E-02,289.887
358.083,0.380085,291.907
358.146,-0.101942,291.64
358.167,-2.96E-02,292.839
358.229,-5.69E-02,289.779
358.25,-9.98E-03,293.148
358.312,-3.22E-02,296.684
358.333,-5.48E-02,297.433
358.396,-2.61E-02,298.987
358.417,-2.72E-02,299.674
358.479,1.39E-02,301.805
358.5,-5.65E-03,302.426
358.562,-3.10E-02,302.301
358.583,-2.16E-02,303.081
358.646,-2.94E-02,303.12
358.667,-1.83E-02,303.248
358.729,-6.60E-02,301.796
358.75,2.93E-02,301.423
358.812,1.57E-02,299.801
358.833,-8.94E-03,299.825
358.896,-6.49E-03,299.33
358.917,-4.79E-02,299.244
358.979,-3.35E-02,298.15
359,0.189692,298.615
359.062,-5.81E-02,298.068
359.083,-3.86E-02,298.446
359.146,-9.01E-02,298.184
359.167,6.56E-02,297.809
359.229,-3.11E-02,297.072
359.25,-3.20E-02,297.241
359.312,-8.94E-03,298.04
359.333,2.31E-02,298.301
359.396,1.35E-02,298.827
359.417,-0.108961,298.992
359.479,-1.28E-02,300.621
359.5,-2.08E-02,300.826
359.562,-1.98E-02,300.931
359.583,-8.22E-03,300.959
359.646,-1.61E-02,298.801
359.667,-1.03E-02,299.088
359.729,-2.24E-02,298.346
359.75,6.07E-03,297.978
359.812,8.47E-02,297.44
359.833,-1.37E-02,296.966
359.896,1.76E-02,296.222
359.917,-2.84E-02,295.978
359.979,3.61E-02,295.794
360,-0.188512,295.735
360.062,4.02E-02,295.663
360.083,4.38E-02,295.509
360.146,-4.72E-02,295.704
360.167,6.51E-02,295.715
360.229,0.108437,295.661
360.25,7.27E-02,295.792
360.312,-4.72E-02,295.382
360.333,-0.251131,295.615
360.396,0.125936,296.993
360.417,3.76E-02,296.458
360.479,-9.33E-02,297.014
360.5,-7.35E-02,297.46
360.562,-4.40E-02,299.016
360.583,5.52E-03,298.505
360.646,3.11E-02,297.805
360.667,1.32E-02,297.976
360.729,-1.78E-02,296.813
360.75,-3.36E-02,296.424
360.812,5.92E-02,295.16
360.833,2.13E-02,294.456
360.896,1.70E-02,294.332
360.917,3.31E-02,294.303
360.979,0.111856,294.628
361.062,3.97E-02,294.624
361.083,-0.108072,294.547
361.146,5.81E-02,294.495
361.167,-7.99E-03,294.573
361.229,0.392796,294.913
361.25,0.378294,295.252
361.312,-0.295378,296.667
361.333,0.159087,297.149
361.396,-8.46E-02,299.969
361.417,-1.28E-02,300.148
361.479,-0.136122,300.521
361.5,0.105032,301.116
361.562,4.85E-02,302.475
361.583,2.31E-02,302.24
361.646,-0.153851,302.135
361.667,4.60E-02,301.754
361.729,1.91E-02,300.55
361.75,-2.63E-02,299.997
361.812,2.15E-02,298.238
361.833,1.69E-02,297.671
361.896,5.18E-02,295.834
361.917,-3.19E-02,295.194
361.979,0.177377,293.797
362,-7.25E-02,293.512
362.062,-2.58E-02,293.193
362.083,-2.12E-02,293.173
362.146,-0.108212,293.746
362.167,-0.211574,293.922
362.229,-0.328692,293.798
362.25,-0.283103,294.136
362.312,-0.212956,296.513
362.333,-0.104843,297.37
362.396,-0.119507,299.523
362.417,-3.89E-02,300.508
362.5,-0.199609,302.423
362.562,-5.15E-02,302.638
362.583,0.219921,302.228
362.646,0.287411,301.24
362.667,-0.209785,300.914
362.729,-5.35E-02,300.122
362.75,-0.224847,299.741
362.812,0.217042,299.006
362.833,0.149423,299.031
362.896,7.44E-02,296.867
362.917,1.34E-02,295.725
362.979,3.09E-02,294.112
363,-0.383673,293.091
363.062,-2.86E-02,295.445
363.083,4.47E-03,295.091
363.146,-5.08E-02,292.57
363.167,0.130704,289.944
363.229,1.58E-03,287.709
363.25,1.79E-02,288.758
363.312,2.91E-02,297.274
363.333,4.57E-02,297.518
363.396,-9.39E-02,299.076
363.417,5.90E-02,300.051
363.479,3.03E-02,301.425
363.5,2.52E-02,301.478
363.562,0.112791,302.13
363.583,5.01E-02,302.5
363.646,0.222508,300.821
363.667,7.61E-02,300.559
363.729,-5.57E-02,299.33
363.75,0.126571,298.88
363.812,6.75E-02,297.516
363.833,0.219994,297.015
363.896,-3.34E-02,296.347
363.917,1.38E-02,296.414
363.979,2.79E-02,295.648
364,-4.28E-03,294.936
364.062,-1.52E-03,294.146
364.083,2.97E-03,293.65
364.146,-3.30E-02,290.223
364.167,-0.125898,289.382
364.229,-2.90E-02,289.584
364.25,1.86E-02,291.078
364.312,-3.57E-02,295.891
364.333,0.174268,295.841
364.396,3.63E-02,297.79
364.417,0.143072,298.858
364.479,-6.17E-02,300.896
364.5,5.67E-03,302.186
364.562,8.75E-02,305.459
364.583,-0.243201,306.464
364.646,0.296387,305.141
364.667,7.60E-02,304.871
364.729,1.31E-02,303.94
364.75,-1.74E-02,303.267
364.812,-1.44E-02,301.432
364.833,0.362938,300.949
364.896,0.100331,296.917
364.917,0.132012,295.841
364.979,7.24E-02,293.939
365,0.34468,292.769
365.062,-2.59E-02,292.361
365.083,1.50E-02,291.677
365.146,7.55E-02,293.907
365.167,-0.246404,295.584
365.229,-3.39E-03,297.267
365.25,9.06E-02,298.222
365.312,3.50E-02,304.047
365.333,-5.50E-02,306.186
365.396,-0.215494,311.957
365.417,3.85E-02,312.678
365.479,9.98E-02,314.669
365.5,5.34E-02,315.063
365.562,6.78E-03,316.644
365.583,3.44E-02,317.3
365.667,-9.88E-02,312.775
365.729,-4.20E-02,309.207
365.75,1.24E-02,308.835
365.812,1.25E-02,307.481
365.833,3.25E-02,306.843
365.896,-9.67E-02,304.326
365.917,0.141649,303.829
365.979,7.72E-02,303.309
