DOY,co2_flux,air_temperature,ET,,,,
90.187,0.968067,292.549,1.96E-02,,,,
90.208,1.12808,292.806,1.96E-02,,,,
90.229,1.09514,292.778,7.54E-03,,,,
90.25,0.896203,292.903,1.33E-02,,,,
90.27,1.38406,293.081,3.21E-03,,,,
90.291,2.25729,292.958,2.24E-03,,,,
90.312,2.66881,292.747,-4.21E-04,,,,
90.333,1.87121,292.569,-1.48E-03,,,,
90.354,2.27854,291.79,-1.88E-03,,,,
90.374,0.816272,293.325,2.94E-02,,,,
90.395,-1.3284,295.222,6.25E-02,,,,
90.416,-3.40584,295.647,0.105965,,,,
90.437,-4.56217,295.811,0.106257,,,,
90.458,-6.15174,296.202,0.144128,,,,
90.479,-7.85233,296.706,0.213639,,,,
90.499,-7.36984,296.775,0.192947,,,,
90.52,-6.48384,297.006,0.184156,,,,
90.541,-8.45699,297.419,0.257987,,,,
90.562,-7.29775,297.634,0.229224,,,,
90.583,-6.2381,297.78,0.224322,,,,
90.604,-1.87185,297.888,0.17656,,,,
90.624,-0.92826,297.932,0.166368,,,,
90.645,-1.3239,298.117,0.168967,,,,
90.666,-1.58877,297.901,0.157225,,,,
90.687,-2.41279,298.128,0.125842,,,,
90.708,-1.32577,297.802,0.101775,,,,
90.729,-0.989428,297.603,8.29E-02,,,,
90.749,-0.22735,297.446,4.60E-02,,,,
90.77,-0.645246,297.185,2.60E-02,,,,
90.791,0.291869,296.544,6.88E-03,,,,
90.812,1.0511,295.511,-3.98E-03,,,,
90.833,2.11322,294.873,-1.12E-02,,,,
90.854,1.47592,294.639,-1.13E-02,,,,
90.874,1.29562,294.534,-1.07E-02,,,,
90.895,2.30122,294.1,-1.18E-02,,,,
90.916,6.11124,292.104,-1.63E-02,,,,
90.937,7.82232,290.474,-1.09E-02,,,,
90.958,1.98916,290.047,-6.84E-03,,,,
90.979,7.37668,290.195,2.23E-02,,,,
91.02,-6.82302,289.772,-1.82E-02,,,,
91.083,12.7793,288.446,1.19E-02,,,,
91.104,-4.54802,287.947,-2.17E-02,,,,
91.125,2.95452,287.296,1.20E-02,,,,
91.395,0.544514,294.13,4.31E-02,,,,
91.416,-1.43614,295.815,7.73E-02,,,,
91.437,-2.00026,296.925,9.57E-02,,,,
91.458,-1.73714,298.304,0.118963,,,,
91.479,-1.80103,299.407,9.83E-02,,,,
91.499,-0.974854,301.02,0.149905,,,,
91.52,-0.510686,302.382,0.146203,,,,
91.541,-0.628027,303.268,0.166531,,,,
91.562,0.581855,304.139,0.160931,,,,
91.583,1.40476,304.502,0.142042,,,,
91.604,0.248565,305.07,0.203732,,,,
91.624,0.388057,305.048,0.252441,,,,
91.645,-1.45983,305.104,0.212121,,,,
91.666,-1.55887,305.029,0.219445,,,,
91.687,-1.37902,305.711,0.185943,,,,
91.708,-1.33485,305.622,0.161773,,,,
91.729,-1.37217,304.692,0.14516,,,,
91.749,-0.497443,303.531,9.44E-02,,,,
91.77,-0.466521,303.143,3.17E-02,,,,
91.791,-0.104661,302.335,2.26E-02,,,,
91.812,1.28129,300.726,8.60E-03,,,,
91.833,1.7306,299.844,1.82E-02,,,,
91.854,0.400215,298.629,1.68E-03,,,,
91.874,-2.58E-02,296.915,-2.09E-04,,,,
91.916,-1.81482,294.02,-6.27E-03,,,,
91.937,-2.15259,292.9,-1.25E-03,,,,
91.958,1.77582,292.148,-2.13E-03,,,,
91.979,3.74106,291.816,-3.70E-03,,,,
92,0.830263,290.393,-1.66E-03,,,,
92.02,1.56402,289.694,-3.44E-03,,,,
92.041,-0.823628,289.109,2.08E-04,,,,
92.062,0.294006,288.52,-5.66E-04,,,,
92.083,6.46037,288.005,5.99E-03,,,,
92.104,2.7682,288.218,-3.89E-03,,,,
92.125,2.32436,288.302,-3.16E-03,,,,
92.145,2.9059,288.273,-4.07E-03,,,,
92.166,2.87463,288.672,-3.73E-03,,,,
92.187,1.39023,289.679,-5.11E-03,,,,
92.208,1.27123,289.729,-7.06E-03,,,,
92.25,0.179884,291.106,-1.08E-02,,,,
92.333,2.9361,290.765,-2.91E-03,,,,
92.354,1.13269,291.547,1.89E-03,,,,
92.374,1.03167,292.867,1.53E-02,,,,
92.395,0.242546,294.889,6.45E-02,,,,
92.416,-0.941896,296.607,7.85E-02,,,,
92.437,-1.35893,298.38,9.97E-02,,,,
92.458,-1.92771,300.042,0.13269,,,,
92.479,-0.794065,301.707,0.112471,,,,
92.499,1.32843,302.514,0.186394,,,,
92.52,-0.19477,302.726,0.167654,,,,
92.541,-0.828606,302.88,0.172516,,,,
92.562,2.53891,304.684,0.214079,,,,
92.583,5.61467,306.77,0.280145,,,,
92.604,0.730912,307.01,0.124677,,,,
92.624,-0.134889,306.901,0.23486,,,,
92.645,-0.694776,307.452,0.246806,,,,
92.666,0.103796,307.027,0.173255,,,,
92.687,-3.25E-02,306.369,0.161865,,,,
92.708,-4.51E-02,305.028,0.128158,,,,
92.729,-0.200084,303.624,0.102134,,,,
92.749,-3.44E-02,302.463,6.65E-02,,,,
92.77,-0.771043,301.123,2.87E-02,,,,
92.791,0.178082,300.418,5.39E-03,,,,
92.812,1.04206,299.184,-5.65E-03,,,,
92.833,1.90862,298.115,-1.32E-02,,,,
92.854,4.49432,296.037,-1.18E-02,,,,
92.874,5.08927,296.039,-7.03E-03,,,,
92.895,-0.246547,297.022,-1.77E-03,,,,
92.916,0.673751,296.157,-5.33E-03,,,,
92.937,9.17609,294.933,-1.93E-02,,,,
92.958,-7.25452,293.753,4.78E-03,,,,
92.979,-0.165436,293.251,-1.23E-03,,,,
93,-1.60051,293.758,-2.88E-04,,,,
93.02,2.71213,294.068,-7.25E-03,,,,
93.041,2.41199,295.571,-2.00E-03,,,,
93.062,1.38819,295.932,1.03E-02,,,,
93.083,0.692629,296.198,9.66E-03,,,,
93.104,0.787037,295.978,6.58E-03,,,,
93.125,0.613678,295.608,6.23E-04,,,,
93.145,0.864608,295.486,5.52E-04,,,,
93.166,0.674715,295.277,-1.02E-03,,,,
93.187,0.457367,295.294,-1.16E-03,,,,
93.208,0.548213,295.275,-7.46E-05,,,,
93.229,0.511651,295.204,-7.99E-04,,,,
93.25,0.656845,295.035,-2.26E-03,,,,
93.27,0.598892,294.967,3.35E-04,,,,
93.291,1.90836,295.166,1.22E-03,,,,
93.312,1.61815,295.028,-7.99E-04,,,,
93.333,1.47216,294.947,1.31E-04,,,,
93.354,0.980971,295.781,7.13E-03,,,,
93.374,0.439461,297.838,2.71E-02,,,,
93.395,-0.374313,299.488,5.48E-02,,,,
93.416,0.150876,301.216,4.40E-02,,,,
93.437,-0.765599,303.13,8.80E-02,,,,
93.458,-1.95941,303.961,0.129174,,,,
93.479,-0.993081,305.09,0.103002,,,,
93.499,-0.778542,306.062,0.148722,,,,
93.52,-0.482255,306.582,0.171421,,,,
93.541,-0.287727,306.967,0.163131,,,,
93.562,-0.469324,307.455,0.193116,,,,
93.583,-0.319651,307.854,0.186259,,,,
93.604,-0.421392,307.775,0.216858,,,,
93.624,-0.101271,307.956,0.148525,,,,
93.645,0.26915,307.873,0.156511,,,,
93.666,-8.30E-02,308.042,0.191839,,,,
93.687,-2.31E-02,308.08,0.154958,,,,
93.708,0.17004,307.602,0.133961,,,,
93.729,0.264977,307.169,0.12888,,,,
93.749,0.751803,307.087,0.110086,,,,
93.77,-0.215343,306.214,3.99E-02,,,,
93.791,-7.00E-02,304.236,7.37E-03,,,,
93.812,0.239487,303.6,2.59E-03,,,,
93.833,1.53471,303.644,4.37E-02,,,,
93.854,0.771297,302.648,9.78E-03,,,,
93.874,-1.49E-02,300.229,-8.03E-04,,,,
93.895,0.154657,299.281,3.06E-03,,,,
93.916,0.47205,302.184,1.60E-03,,,,
93.937,-9.74E-02,303.434,2.43E-03,,,,
93.958,0.815251,300.932,3.01E-03,,,,
93.979,1.06421,299.928,2.33E-03,,,,
94,2.50915,299.504,6.90E-03,,,,
94.02,-9.74087,298.445,4.50E-03,,,,
94.041,1.99227,296.212,-1.24E-04,,,,
94.062,-0.199127,295.653,-5.17E-04,,,,
94.083,-0.870418,297,-5.84E-03,,,,
94.104,-0.862857,296.357,1.51E-03,,,,
94.125,-1.68102,295.221,2.66E-03,,,,
94.145,-2.29756,293.433,3.07E-04,,,,
94.166,15.0706,291.702,-2.20E-02,,,,
94.187,-0.543297,290.73,-3.07E-03,,,,
94.208,-9.25048,290.36,1.27E-03,,,,
94.229,0.754881,290.826,-7.44E-03,,,,
94.25,5.0186,290.546,1.34E-02,,,,
94.27,3.76898,289.981,7.95E-03,,,,
94.291,1.65132,289.658,-5.58E-03,,,,
94.312,2.16777,288.746,1.06E-04,,,,
94.333,0.960348,288.893,2.69E-03,,,,
94.354,1.89662,289.752,-3.73E-04,,,,
94.374,2.55608,293.265,2.36E-03,,,,
94.395,-1.23274,296.746,3.32E-02,,,,
94.416,-5.78167,297.32,0.107995,,,,
94.437,-7.4998,297.62,0.149104,,,,
94.458,-9.88164,297.985,0.188149,,,,
94.479,-10.2938,298.382,0.227785,,,,
94.499,-8.26286,298.668,0.231262,,,,
94.52,-9.68396,298.896,0.29746,,,,
94.541,-7.25517,299.071,0.26914,,,,
94.562,-6.1469,299.074,0.249031,,,,
94.583,-7.81969,298.981,0.32305,,,,
94.604,-9.09989,298.987,0.316716,,,,
94.624,-9.80068,298.962,0.348919,,,,
94.645,-7.39877,299.215,0.277359,,,,
94.666,-5.73163,298.969,0.246974,,,,
94.687,-5.11155,298.648,0.187647,,,,
94.708,-3.73152,298.38,0.147482,,,,
94.729,-1.79026,297.872,9.92E-02,,,,
94.749,-1.5481,297.444,0.103501,,,,
94.77,-0.838882,296.941,6.64E-02,,,,
94.791,1.69221,296.264,3.40E-02,,,,
94.812,2.5057,295.881,1.25E-02,,,,
94.833,2.26489,295.669,1.32E-02,,,,
94.854,2.03553,295.611,1.10E-02,,,,
94.874,2.02695,295.406,1.19E-02,,,,
94.895,2.17376,295.062,9.00E-03,,,,
94.916,2.13668,295.355,2.67E-02,,,,
94.937,2.19686,295.321,2.15E-02,,,,
94.958,2.45799,295.292,2.52E-02,,,,
94.979,2.386,295.117,2.53E-02,,,,
95,2.14042,294.986,2.04E-02,,,,
95.02,2.05442,294.98,1.90E-02,,,,
95.041,2.03717,294.95,2.06E-02,,,,
95.062,1.86701,294.95,1.60E-02,,,,
95.083,2.09678,294.854,1.82E-02,,,,
95.104,2.45117,294.874,2.62E-02,,,,
95.125,2.35128,294.836,2.47E-02,,,,
95.145,1.85563,294.753,1.91E-02,,,,
95.166,1.90825,294.888,2.16E-02,,,,
95.187,1.77908,295.093,2.14E-02,,,,
95.208,1.40103,294.822,1.21E-02,,,,
95.229,1.80109,294.778,1.28E-02,,,,
95.25,1.75883,294.816,1.72E-02,,,,
95.27,2.20413,294.856,2.00E-02,,,,
95.291,2.61742,294.799,1.87E-02,,,,
95.312,3.02087,294.713,2.31E-02,,,,
95.333,2.94933,294.614,3.17E-02,,,,
95.354,2.13368,294.668,3.78E-02,,,,
95.374,0.994985,294.915,2.64E-02,,,,
95.395,0.453403,295.019,5.64E-02,,,,
95.416,-0.972904,295.113,6.43E-02,,,,
95.437,-2.01714,295.321,7.39E-02,,,,
95.458,-1.73499,295.507,8.07E-02,,,,
95.479,-4.09725,295.658,0.117198,,,,
95.499,-4.0565,295.712,0.120357,,,,
95.52,-4.72309,295.817,0.138215,,,,
95.541,-4.09691,295.935,0.132301,,,,
95.562,-5.98024,296.358,0.187753,,,,
95.583,-6.32494,296.449,0.227244,,,,
95.604,-5.18514,296.369,0.180966,,,,
95.624,-4.50104,296.233,0.159781,,,,
95.645,-5.34389,296.486,0.183734,,,,
95.666,-4.74815,296.189,0.159347,,,,
95.687,-3.94287,296.221,0.141018,,,,
95.708,-2.09129,296.042,0.109051,,,,
95.729,-0.925325,295.892,9.45E-02,,,,
95.749,0.174814,295.701,7.31E-02,,,,
95.77,-0.273174,295.466,4.42E-02,,,,
95.791,1.09468,295.327,4.16E-02,,,,
95.812,1.19395,295.278,2.76E-02,,,,
95.833,0.707482,295.426,2.46E-02,,,,
95.854,0.834537,295.398,1.60E-02,,,,
95.874,1.5776,295.382,1.87E-02,,,,
95.895,0.662108,295.434,2.23E-02,,,,
95.916,1.10499,295.165,2.72E-02,,,,
95.937,1.6385,294.812,8.46E-03,,,,
95.958,0.270025,294.464,2.23E-03,,,,
95.979,0.645729,294.773,9.77E-03,,,,
96,0.808814,294.233,-3.80E-03,,,,
96.02,1.0203,292.698,-7.79E-03,,,,
96.041,1.21187,292.57,-9.94E-03,,,,
96.062,0.77486,292.288,-4.64E-03,,,,
96.083,1.03741,293.231,-1.95E-03,,,,
96.104,0.187868,293.241,-1.69E-04,,,,
96.125,0.72754,293.215,-3.11E-04,,,,
96.145,2.09061,293.705,1.11E-03,,,,
96.166,1.12677,294.963,1.89E-02,,,,
96.187,0.757242,295.095,2.38E-02,,,,
96.208,1.13154,294.959,1.98E-02,,,,
96.229,1.13917,294.561,1.10E-02,,,,
96.25,1.00417,294.229,7.89E-03,,,,
96.27,1.44212,293.821,6.73E-03,,,,
96.291,1.89894,292.404,1.99E-03,,,,
96.312,2.30697,291.632,2.62E-03,,,,
96.333,0.590348,290.187,1.39E-03,,,,
96.354,0.800327,290.667,3.69E-03,,,,
96.374,5.49E-03,292.658,1.76E-02,,,,
96.395,-2.50409,295.428,7.65E-02,,,,
96.416,-5.58256,296.157,0.141325,,,,
96.437,-4.40677,296.231,0.1143,,,,
96.458,-4.40723,296.077,0.110556,,,,
96.479,-5.34359,296.779,0.189498,,,,
96.499,-5.74543,296.785,0.193507,,,,
96.52,-5.18613,296.878,0.18905,,,,
96.541,-5.23126,297.099,0.224875,,,,
96.562,-5.54346,297.162,0.227448,,,,
96.583,-5.45915,297.193,0.234492,,,,
96.604,-4.31995,297.457,0.222792,,,,
96.624,-3.68255,297.744,0.18139,,,,
96.645,-4.94703,297.944,0.192483,,,,
96.666,-4.08885,297.816,0.146564,,,,
96.687,-4.05927,297.563,0.134908,,,,
96.708,-3.6161,297.433,0.11271,,,,
96.729,-1.77919,296.701,6.63E-02,,,,
96.749,-0.566063,296.565,5.90E-02,,,,
96.77,-0.50054,296.254,2.64E-02,,,,
96.791,0.45721,295.974,8.63E-03,,,,
96.812,1.67585,295.829,-6.73E-03,,,,
96.833,1.36036,295.848,-9.07E-03,,,,
96.854,1.39478,295.573,-1.20E-02,,,,
96.874,1.76506,295.08,-1.95E-02,,,,
96.895,1.29993,294.908,-1.49E-02,,,,
96.916,1.58315,294.8,-1.25E-02,,,,
96.937,1.09894,294.312,-1.10E-02,,,,
96.958,1.05616,293.851,-1.35E-02,,,,
96.979,1.05304,293.69,-8.80E-03,,,,
97,1.10833,294.389,-7.84E-03,,,,
97.02,1.11611,293.892,-1.60E-02,,,,
97.041,1.82722,294.304,-2.35E-02,,,,
97.062,1.63482,294.848,-1.63E-02,,,,
97.083,1.55128,294.256,-1.84E-02,,,,
97.104,1.70907,294.452,-1.67E-02,,,,
97.125,1.54322,294.345,-9.67E-03,,,,
97.145,1.45562,294.668,-5.28E-03,,,,
97.166,1.5885,294.985,-6.13E-03,,,,
97.187,1.92091,295.5,-3.00E-03,,,,
97.208,1.67482,295.791,-3.78E-03,,,,
97.229,1.62806,296.087,-5.25E-06,,,,
97.25,1.62895,296.027,-4.28E-03,,,,
97.27,1.56519,295.892,-7.47E-03,,,,
97.291,2.69904,295.85,-4.64E-03,,,,
97.312,2.57413,295.781,-5.16E-03,,,,
97.333,2.55773,295.833,-5.04E-03,,,,
97.354,2.18197,296,-4.27E-03,,,,
97.374,1.59571,296.185,8.36E-04,,,,
97.395,1.0734,296.287,5.24E-03,,,,
97.416,0.444962,296.419,1.07E-02,,,,
97.437,-0.268686,296.22,1.99E-02,,,,
97.458,-0.901639,296.234,2.15E-02,,,,
97.479,-2.4267,297.139,4.84E-02,,,,
97.499,-2.8047,296.548,4.27E-02,,,,
97.52,-6.51966,296.858,8.84E-02,,,,
97.541,-7.91594,297.464,0.150735,,,,
97.562,-5.68869,297.964,0.131993,,,,
97.583,-7.42278,298.288,0.149496,,,,
97.604,-6.95448,298.798,0.142877,,,,
97.624,-6.41159,300.044,0.149836,,,,
97.645,-7.35694,300.039,0.159599,,,,
97.666,-5.00531,300.364,0.105968,,,,
97.687,-3.69276,300.388,8.28E-02,,,,
97.708,-2.95248,299.996,6.25E-02,,,,
97.729,-2.49957,299.667,3.74E-02,,,,
97.749,-1.11805,298.9,1.96E-02,,,,
97.77,-1.41241,298.536,-4.09E-03,,,,
97.791,0.295521,298.081,-1.89E-02,,,,
97.812,1.21795,297.939,-2.10E-02,,,,
97.833,1.54084,297.92,-2.52E-02,,,,
97.854,1.3149,297.878,-2.11E-02,,,,
97.874,2.19987,297.443,-2.01E-02,,,,
97.895,2.52434,297.152,-1.98E-02,,,,
97.916,2.22176,296.843,-1.63E-02,,,,
97.937,2.56813,297.135,2.03E-03,,,,
97.958,2.51556,297.025,-1.15E-02,,,,
97.979,2.18418,297.056,-8.08E-03,,,,
98,3.28981,296.952,-1.34E-02,,,,
98.02,1.2619,297.271,1.37E-03,,,,
98.041,-3.06307,297.79,1.35E-02,,,,
98.062,1.5181,297.761,-4.20E-03,,,,
98.083,-0.49818,298.315,6.32E-03,,,,
98.354,1.50548,300.197,2.57E-03,,,,
98.374,1.23464,299.968,1.05E-02,,,,
98.395,0.359658,299.51,1.36E-02,,,,
98.416,-0.85019,297.785,1.86E-02,,,,
98.437,-3.58934,297.024,4.03E-02,,,,
98.458,-3.1368,298.095,7.64E-02,,,,
106.5,-4.20945,293.001,0.183037,,,,
106.521,-3.55079,292.922,0.156722,,,,
106.542,-5.5288,292.732,0.165215,,,,
106.562,-7.71345,292.999,0.211852,,,,
106.583,-8.59658,293.148,0.230389,,,,
106.604,-6.78373,293.031,0.184646,,,,
106.625,-6.85505,293.176,0.181267,,,,
106.646,-4.02175,293.256,0.138635,,,,
106.667,-3.43788,293.207,0.147585,,,,
106.687,-3.55455,293.231,0.144033,,,,
106.708,-1.57547,293.303,0.141306,,,,
106.729,-0.299284,293.155,0.130732,,,,
106.75,1.06406,292.989,0.104363,,,,
106.771,0.530891,292.858,9.43E-02,,,,
106.792,1.20014,292.728,7.37E-02,,,,
106.812,1.00517,292.5,2.19E-02,,,,
106.833,1.43076,292.623,3.12E-02,,,,
106.854,1.08372,292.521,3.30E-02,,,,
106.875,0.870598,292.439,1.58E-02,,,,
106.896,1.17092,292.55,4.32E-02,,,,
106.917,1.4651,292.649,5.84E-02,,,,
106.937,1.51955,292.773,5.05E-02,,,,
106.958,1.08601,292.713,5.38E-02,,,,
106.979,1.39021,292.54,4.79E-02,,,,
107,0.978037,292.558,2.86E-02,,,,
107.021,1.09002,292.479,3.02E-02,,,,
107.042,0.796661,292.591,2.93E-02,,,,
107.062,0.795947,292.612,2.55E-02,,,,
107.083,1.06734,292.661,3.28E-02,,,,
107.104,0.860053,292.598,2.75E-02,,,,
107.125,0.689831,292.545,2.57E-02,,,,
107.146,0.695083,292.529,3.03E-02,,,,
107.167,0.977862,292.46,3.57E-02,,,,
107.187,0.86551,292.463,4.18E-02,,,,
107.208,0.814548,292.528,4.24E-02,,,,
107.229,0.75039,292.428,3.61E-02,,,,
107.25,1.34677,292.49,2.48E-02,,,,
107.271,0.950413,292.456,2.56E-02,,,,
107.292,2.01716,292.513,2.78E-02,,,,
107.312,2.00549,292.425,2.72E-02,,,,
107.333,1.97745,292.482,3.00E-02,,,,
107.354,2.01709,292.48,3.37E-02,,,,
107.375,1.30879,292.628,3.06E-02,,,,
107.396,0.751653,292.87,3.64E-02,,,,
107.417,-0.406617,293.239,5.14E-02,,,,
107.437,-2.17253,293.616,8.08E-02,,,,
107.458,-1.03749,293.6,8.61E-02,,,,
107.479,-1.44159,293.632,8.08E-02,,,,
107.5,-4.23665,294.374,0.116191,,,,
107.521,-3.0845,294.469,0.107681,,,,
107.542,-1.50317,293.903,8.70E-02,,,,
107.562,-3.86529,294.445,9.08E-02,,,,
107.583,-6.87125,295.049,0.140575,,,,
107.604,-6.66907,295.108,0.160228,,,,
107.625,-6.01377,294.795,0.137593,,,,
107.646,-7.62407,295.256,0.171071,,,,
107.667,-8.00593,295.662,0.177869,,,,
107.687,-7.33437,295.651,0.167901,,,,
107.708,-4.84129,295.368,0.139259,,,,
107.729,-1.33206,295.439,6.89E-02,,,,
107.75,-0.345468,295.522,4.80E-02,,,,
107.771,-0.257178,295.198,5.15E-02,,,,
107.792,0.744052,294.923,4.56E-02,,,,
107.812,0.964464,294.699,3.01E-02,,,,
107.833,0.57562,294.41,2.45E-02,,,,
107.854,0.511768,294.336,2.39E-02,,,,
107.875,0.837599,294.109,1.43E-02,,,,
107.896,1.01627,293.923,1.04E-02,,,,
107.917,0.940937,293.751,8.24E-03,,,,
107.937,0.807028,293.706,9.21E-03,,,,
107.958,0.72946,293.705,8.44E-03,,,,
107.979,0.7647,293.737,7.57E-03,,,,
108,1.67137,293.7,8.60E-03,,,,
108.021,1.06364,293.604,7.08E-03,,,,
108.042,1.11288,293.735,4.65E-03,,,,
108.062,1.05228,293.633,6.56E-03,,,,
108.083,1.40011,293.496,1.05E-02,,,,
108.104,0.940662,293.449,3.56E-03,,,,
108.125,1.18598,293.478,2.36E-03,,,,
108.146,1.14928,293.494,6.03E-04,,,,
108.167,1.0302,293.566,2.66E-03,,,,
108.187,0.99883,293.624,9.60E-05,,,,
108.208,1.16204,293.543,2.49E-04,,,,
108.229,0.745069,293.643,6.22E-03,,,,
108.25,1.01093,293.66,1.02E-02,,,,
108.271,1.45207,293.579,4.11E-03,,,,
108.292,2.67513,293.511,1.98E-02,,,,
108.312,2.7103,293.478,1.62E-02,,,,
108.333,2.34565,293.439,1.24E-02,,,,
108.354,1.83549,293.447,1.57E-02,,,,
108.375,0.909073,293.488,1.58E-02,,,,
108.396,0.215041,293.836,3.17E-02,,,,
108.417,-1.6003,294.126,3.76E-02,,,,
108.437,-2.21982,294.293,4.72E-02,,,,
108.458,-3.74425,295.058,7.74E-02,,,,
108.479,-5.91301,295.77,0.104067,,,,
108.5,-5.4722,295.807,7.85E-02,,,,
108.521,-6.64929,296.32,9.57E-02,,,,
108.542,-3.63418,295.818,8.49E-02,,,,
108.562,-5.19771,296.206,9.57E-02,,,,
108.583,-2.82783,296.12,6.03E-02,,,,
108.604,-2.92364,296.245,6.58E-02,,,,
108.625,-1.52777,296.121,9.19E-02,,,,
108.646,-1.24814,295.931,4.85E-02,,,,
108.667,-1.79709,294.868,2.35E-02,,,,
108.708,-2.68515,294.735,8.24E-02,,,,
108.729,-2.9595,295.133,7.68E-02,,,,
108.75,-1.37863,295.221,4.44E-02,,,,
108.771,-6.31E-02,295.049,2.05E-02,,,,
108.792,0.887813,295.05,1.48E-02,,,,
108.812,1.13926,294.843,1.02E-02,,,,
108.833,1.34033,294.665,1.43E-03,,,,
108.854,0.718281,294.661,-3.47E-04,,,,
108.875,-0.348181,292.867,-3.72E-03,,,,
108.896,1.09857,292.358,-5.29E-04,,,,
108.917,1.37383,292.271,-5.92E-04,,,,
108.937,1.27718,292.087,-9.97E-04,,,,
108.958,-2.75715,292.921,-5.11E-03,,,,
108.979,1.57514,294.281,-3.20E-03,,,,
109,1.58783,294.017,-1.15E-03,,,,
109.021,1.79466,293.815,-7.83E-03,,,,
109.042,1.7756,293.784,-1.81E-04,,,,
109.062,1.45208,293.711,-1.23E-03,,,,
109.083,1.52653,293.725,2.51E-03,,,,
109.104,1.17161,293.604,4.17E-03,,,,
109.125,1.23273,293.401,3.16E-03,,,,
109.146,1.11166,293.321,3.03E-03,,,,
109.167,1.30536,293.014,1.16E-03,,,,
109.187,1.19442,293.035,-1.48E-04,,,,
109.208,0.879743,293.259,9.29E-03,,,,
109.229,0.700612,293.203,6.99E-03,,,,
109.25,0.993566,293.28,6.67E-03,,,,
109.271,0.857476,293.508,1.50E-02,,,,
109.292,1.89132,293.689,2.29E-02,,,,
109.312,1.55782,293.343,1.88E-02,,,,
109.333,1.99147,293.076,9.44E-03,,,,
109.354,1.33345,293.185,2.25E-02,,,,
109.375,0.140707,293.471,3.00E-02,,,,
109.396,-1.2901,293.947,5.11E-02,,,,
109.417,-2.60385,294.539,6.86E-02,,,,
109.437,-4.14347,294.993,0.103908,,,,
109.458,-5.37071,295.568,0.131839,,,,
109.479,-5.6847,296.173,0.145101,,,,
109.5,-5.47747,296.529,0.134816,,,,
109.521,-7.26715,296.833,0.183937,,,,
109.542,-6.71964,297.075,0.168436,,,,
109.562,-5.87629,297.545,0.195361,,,,
109.583,-3.94304,297.448,0.151787,,,,
109.604,-3.06164,296.953,0.124313,,,,
109.625,-4.01412,297.813,0.144686,,,,
109.646,-3.49948,298.105,0.132206,,,,
109.667,-2.01348,297.58,9.50E-02,,,,
109.687,-1.5191,297.569,8.15E-02,,,,
109.708,-0.875828,297.447,6.39E-02,,,,
109.729,0.544126,297.346,4.95E-02,,,,
109.75,1.17181,297.191,3.67E-02,,,,
109.771,0.332916,296.922,1.44E-02,,,,
109.792,0.673204,296.796,1.77E-02,,,,
109.812,0.719994,296.578,1.15E-02,,,,
109.833,1.01124,296.429,5.20E-03,,,,
109.854,0.767257,296.524,2.04E-02,,,,
109.875,1.07577,296.646,3.71E-02,,,,
109.896,0.998088,296.774,3.83E-02,,,,
109.917,0.595226,296.332,2.02E-02,,,,
109.937,0.894183,295.932,2.44E-02,,,,
109.958,1.29586,295.665,6.86E-03,,,,
109.979,1.18379,295.587,8.14E-03,,,,
110,0.301662,295.531,7.26E-03,,,,
110.021,0.691862,295.522,1.44E-02,,,,
110.042,0.462167,295.664,9.25E-03,,,,
110.062,0.759676,295.811,3.56E-03,,,,
110.083,1.09099,296.467,4.15E-02,,,,
110.104,1.0034,296.49,4.12E-02,,,,
110.125,0.969954,296.357,3.18E-02,,,,
110.146,0.949746,296.186,2.95E-02,,,,
110.167,0.948507,296.031,2.35E-02,,,,
110.187,1.21277,296.163,3.62E-02,,,,
110.208,1.19383,296.188,2.45E-02,,,,
110.229,0.770312,296.23,4.42E-02,,,,
110.25,1.02006,296.005,2.70E-02,,,,
110.271,0.941232,295.759,2.72E-02,,,,
110.292,2.52835,295.701,3.19E-02,,,,
110.312,2.54167,295.888,3.87E-02,,,,
110.333,2.50961,295.723,3.27E-02,,,,
110.354,1.69172,295.373,3.63E-02,,,,
110.375,0.705645,295.354,4.17E-02,,,,
110.396,-0.89678,295.928,6.59E-02,,,,
110.417,-2.4629,296.184,8.14E-02,,,,
110.437,-2.92777,296.092,9.40E-02,,,,
110.458,-3.95222,296.088,0.100975,,,,
110.479,-0.693672,292.789,4.66E-02,,,,
110.521,-6.62875,295.043,0.172837,,,,
110.542,-7.18667,294.255,0.11671,,,,
110.687,10.4646,296.702,0.231141,,,,
110.771,4.11324,290.878,0.412484,,,,
110.792,2.21703,290.744,0.22658,,,,
110.833,1.0581,290.375,0.204088,,,,
110.854,2.40958,290.339,0.159121,,,,
110.875,2.80037,290.416,0.182971,,,,
110.896,-8.20715,290.119,0.192854,,,,
110.917,-8.42E-02,289.325,6.87E-02,,,,
110.937,1.65381,289.579,7.00E-02,,,,
110.958,1.98973,289.628,5.78E-02,,,,
110.979,2.23757,289.716,0.106004,,,,
111,1.44543,288.895,9.34E-02,,,,
111.021,1.75668,288.899,5.55E-02,,,,
111.062,1.84195,289.561,6.89E-02,,,,
111.083,1.78161,289.697,6.18E-02,,,,
111.104,1.59957,289.346,5.22E-02,,,,
111.125,1.88049,289.23,5.13E-02,,,,
111.146,1.60491,289.196,2.95E-02,,,,
111.167,1.07075,289.214,3.46E-02,,,,
111.187,1.63669,289.263,4.29E-02,,,,
111.208,1.56538,289.069,3.05E-02,,,,
