DOY,co2_flux,air_temperature,ET,,,,
70.937,2.18489,297.33,-2.35E-02,,,,
70.958,2.08595,297.104,-1.84E-02,,,,
70.979,1.78903,297.081,-1.37E-02,,,,
71,0.675955,296.658,-2.65E-03,,,,
71.02,0.106643,296.171,-1.03E-03,,,,
71.041,1.955,295.695,-2.71E-03,,,,
71.062,-0.281835,295.06,-1.05E-03,,,,
71.083,1.15243,294.897,-2.75E-03,,,,
71.125,2.29881,296.714,5.77E-03,,,,
71.145,1.66048,296.432,-7.26E-03,,,,
71.166,1.53016,296.191,-5.38E-03,,,,
71.187,0.531772,294.88,-1.40E-04,,,,
71.208,-1.7512,294.327,-9.13E-03,,,,
71.229,1.23577,294.719,-9.59E-03,,,,
71.25,2.40913,296.244,-3.43E-03,,,,
71.27,0.811591,295.068,1.42E-03,,,,
71.291,2.78791,295.151,-2.06E-04,,,,
71.312,2.76333,295.364,4.02E-04,,,,
71.333,2.47102,295.709,1.01E-03,,,,
71.354,1.6003,296.22,5.84E-03,,,,
71.374,-0.146498,296.869,2.50E-02,,,,
71.395,-1.7044,297.382,3.73E-02,,,,
71.416,-2.60011,298.309,7.22E-02,,,,
71.437,-3.29663,298.782,8.74E-02,,,,
71.458,-2.58736,298.903,0.128524,,,,
71.479,-2.78511,299.758,0.119826,,,,
71.499,-1.57392,301.413,0.106124,,,,
71.52,-1.57517,302.5,0.154074,,,,
71.541,-1.2454,302.697,0.213375,,,,
71.562,0.936852,304.069,0.206694,,,,
71.583,0.38533,304.157,0.245886,,,,
71.604,-0.908639,303.567,0.204253,,,,
71.624,-1.47348,303.402,0.200277,,,,
71.645,-1.11886,303.486,0.156488,,,,
71.666,-1.01635,304.131,0.158047,,,,
71.687,-0.410233,304.798,0.135496,,,,
71.708,-2.43E-02,305.304,0.167089,,,,
71.729,-0.363096,305.13,0.103676,,,,
71.749,0.217818,304.255,9.13E-02,,,,
71.77,0.157857,303.93,5.30E-02,,,,
71.791,-0.824135,303.207,3.22E-02,,,,
71.812,0.211278,302.46,8.46E-03,,,,
71.833,0.704718,301.2,-2.45E-03,,,,
71.854,0.563366,300.705,1.03E-04,,,,
71.874,0.318739,300.559,-1.27E-04,,,,
71.895,0.854585,300.451,1.21E-03,,,,
71.916,0.945892,301.072,2.56E-03,,,,
71.937,0.708416,301.73,5.35E-03,,,,
71.958,0.771343,302,8.97E-03,,,,
71.979,0.883264,301.526,5.55E-03,,,,
72,0.749244,301.407,4.13E-03,,,,
72.02,0.733865,301.247,5.34E-03,,,,
72.041,1.10437,301.051,1.14E-02,,,,
72.062,0.756843,301.141,9.29E-03,,,,
72.083,0.656088,300.885,7.80E-03,,,,
72.104,0.798894,300.656,7.50E-03,,,,
72.125,0.730335,300.11,4.25E-03,,,,
72.145,1.05044,299.567,3.88E-03,,,,
72.166,0.777319,299.697,3.90E-03,,,,
72.187,0.628701,299.212,-5.09E-04,,,,
72.208,1.15555,298.607,-1.15E-03,,,,
72.229,0.547363,298.305,-1.61E-03,,,,
72.25,0.92627,299.166,-1.74E-04,,,,
72.27,1.75374,300.482,5.64E-03,,,,
72.291,2.27256,301.012,2.32E-02,,,,
72.312,2.02263,300.896,1.51E-02,,,,
72.333,2.4479,301.653,2.42E-02,,,,
72.354,2.01411,302.051,4.26E-02,,,,
72.374,0.450005,302.491,7.12E-02,,,,
72.395,-2.17316,303.238,0.112952,,,,
72.416,-1.42095,304.193,8.90E-02,,,,
72.437,-2.03753,304.247,0.113671,,,,
72.458,-3.07578,304.172,0.136806,,,,
72.479,-5.1861,302.495,0.139207,,,,
72.499,-6.19474,300.676,0.179956,,,,
72.52,-6.16122,299.945,0.114712,,,,
72.541,-0.233364,299.356,6.13E-02,,,,
72.562,1.79094,299.302,8.06E-02,,,,
72.583,0.728364,299.69,9.51E-02,,,,
72.791,-8.84205,301.801,0.100772,,,,
72.812,3.00793,297.481,0.187694,,,,
72.833,4.67036,294.125,0.202715,,,,
72.854,3.89908,293.807,0.167792,,,,
72.874,3.84546,293.816,0.163273,,,,
72.895,3.74805,293.805,0.161573,,,,
72.916,4.17051,293.726,0.170954,,,,
72.937,4.22802,293.277,9.81E-02,,,,
72.958,3.3099,293.27,0.110832,,,,
72.979,4.06011,293.548,0.136749,,,,
73,2.98233,293.158,0.127664,,,,
73.02,3.46872,293.061,0.120582,,,,
73.041,3.60666,292.767,9.89E-02,,,,
73.062,3.66038,292.289,0.104011,,,,
73.083,3.37684,292.636,0.147646,,,,
73.104,3.59593,292.617,0.146813,,,,
73.125,3.22443,292.486,0.112973,,,,
73.145,3.13829,292.037,9.13E-02,,,,
73.166,3.28268,291.942,8.81E-02,,,,
73.187,3.30167,292.001,9.98E-02,,,,
73.208,3.57993,291.889,0.105036,,,,
73.229,3.33385,292.048,0.107542,,,,
73.25,3.35548,291.688,7.48E-02,,,,
73.27,4.00558,291.221,7.00E-02,,,,
73.291,4.13852,291.318,6.97E-02,,,,
73.312,3.69085,291.161,6.23E-02,,,,
73.333,2.3833,291.692,7.02E-02,,,,
73.354,0.97329,292.285,0.104345,,,,
73.374,-0.764399,292.888,0.141889,,,,
73.395,-1.9217,293.095,0.180081,,,,
73.416,-4.1231,293.914,0.224272,,,,
73.437,-3.40149,294.055,0.202761,,,,
73.458,-4.6661,294.448,0.262059,,,,
73.479,-6.8964,294.986,0.372576,,,,
73.499,-5.82598,295.29,0.33807,,,,
73.52,-5.83882,295.136,0.327369,,,,
73.541,-6.1401,294.785,0.317552,,,,
73.562,-6.43678,294.914,0.290158,,,,
73.583,-8.49764,295.867,0.430079,,,,
73.604,-8.32483,295.796,0.417677,,,,
73.624,-9.47742,295.969,0.400756,,,,
73.645,-8.28105,295.859,0.38017,,,,
73.666,-7.84749,295.787,0.364141,,,,
73.687,-6.1286,295.437,0.274714,,,,
73.708,-5.62805,295.224,0.260304,,,,
73.729,-5.97826,295.299,0.247135,,,,
73.749,-3.17436,294.903,0.183419,,,,
73.77,-1.74754,294.62,0.142079,,,,
73.791,-1.11354,294.291,9.86E-02,,,,
73.812,0.911744,293.847,6.43E-02,,,,
73.833,1.754,293.566,3.31E-02,,,,
73.854,2.27286,293.34,2.77E-02,,,,
73.874,2.40681,293.27,2.34E-02,,,,
73.895,2.24867,293.171,1.50E-02,,,,
73.916,2.2894,293.34,2.01E-02,,,,
73.937,1.95043,293.645,1.80E-02,,,,
73.958,1.07102,293.096,9.78E-03,,,,
73.979,1.07868,293.102,1.25E-02,,,,
74,1.17288,293.178,6.07E-03,,,,
74.02,-4.64981,289.155,1.28E-02,,,,
74.041,1.54581,287.338,-4.39E-03,,,,
74.062,2.42844,287.166,-5.70E-03,,,,
74.083,-1.07143,288.575,5.73E-04,,,,
74.104,0.972034,287.096,-3.12E-03,,,,
74.125,-3.8261,288.648,-1.03E-02,,,,
74.145,1.14329,292.468,9.03E-04,,,,
74.166,1.75595,292.652,1.57E-02,,,,
74.187,1.59492,292.771,2.24E-02,,,,
74.208,1.47375,292.531,1.24E-02,,,,
74.229,1.99992,292.398,1.53E-02,,,,
74.25,2.12084,292.411,1.72E-02,,,,
74.27,3.18759,292.468,2.14E-02,,,,
74.291,3.13639,292.565,1.64E-02,,,,
74.312,2.44505,292.671,9.05E-03,,,,
74.333,2.02038,292.897,1.12E-02,,,,
74.354,1.54155,292.99,1.34E-02,,,,
74.374,0.125351,293.055,2.33E-02,,,,
74.395,-2.45109,293.898,3.10E-02,,,,
74.416,-5.63711,295.054,6.67E-02,,,,
74.437,-5.92459,295.456,8.35E-02,,,,
74.458,-5.18801,295.548,9.16E-02,,,,
74.479,-6.12275,296.637,0.12797,,,,
74.499,-8.18136,297.607,0.166404,,,,
74.52,-9.14431,298.168,0.167245,,,,
74.541,-10.6657,298.389,0.20049,,,,
74.562,-10.3935,297.619,0.190605,,,,
74.583,-10.1069,298.163,0.227498,,,,
74.604,-8.99805,298.064,0.229302,,,,
74.624,-8.78008,298.249,0.219275,,,,
74.645,-8.07586,297.986,0.207163,,,,
74.666,-7.22674,297.68,0.169915,,,,
74.687,-5.94215,297.484,0.145431,,,,
74.708,-7.22967,297.641,0.155977,,,,
74.729,-4.22376,297.339,8.90E-02,,,,
74.749,-5.8862,297.6,0.112963,,,,
74.77,-3.77461,297.374,7.58E-02,,,,
74.791,-1.68714,297.172,4.85E-02,,,,
74.812,3.63643,296.935,1.15E-02,,,,
74.854,1.78382,295.782,-6.50E-03,,,,
74.874,1.34423,295.832,1.64E-02,,,,
74.895,1.3876,295.547,8.11E-03,,,,
74.916,2.27468,294.682,-7.82E-03,,,,
74.937,2.75251,294.433,-1.09E-02,,,,
74.958,2.04849,294.479,-4.12E-03,,,,
74.979,2.56178,294.738,-4.85E-04,,,,
75,1.56356,294.708,6.83E-03,,,,
75.02,1.56869,294.603,1.71E-02,,,,
75.041,1.78933,294.58,1.43E-02,,,,
75.062,1.60924,294.604,2.55E-02,,,,
75.083,1.5642,294.477,2.52E-02,,,,
75.104,1.83249,294.544,2.40E-02,,,,
75.125,1.64579,294.411,1.70E-02,,,,
75.145,1.4552,294.224,2.27E-02,,,,
75.166,1.47648,294.081,2.52E-02,,,,
75.187,1.40901,294.092,2.10E-02,,,,
75.208,1.26682,294.243,1.51E-02,,,,
75.229,0.995707,294.287,1.73E-02,,,,
75.25,1.81499,294.033,1.92E-02,,,,
75.27,2.57633,293.858,1.43E-02,,,,
75.291,2.66634,293.858,1.24E-02,,,,
75.312,1.84413,293.946,8.03E-03,,,,
75.333,1.93408,294.004,1.85E-02,,,,
75.354,-0.531064,294.438,2.61E-02,,,,
75.374,-2.28713,295.012,5.67E-02,,,,
75.395,-3.37126,295.469,9.71E-02,,,,
75.416,-4.41199,295.713,0.120681,,,,
75.437,-4.69251,295.739,0.116359,,,,
75.458,-5.41557,295.872,0.121095,,,,
75.479,-5.32662,296.372,0.138883,,,,
75.499,-5.99544,296.897,0.159087,,,,
75.52,-6.3019,297.456,0.175572,,,,
75.541,-5.18351,297.561,0.165077,,,,
75.562,-5.01825,297.746,0.172923,,,,
75.583,-5.04703,298.224,0.189192,,,,
75.604,-4.49468,298.643,0.193021,,,,
75.624,-4.50815,298.646,0.184585,,,,
75.645,-5.75541,298.66,0.181573,,,,
75.666,-4.81411,298.816,0.145309,,,,
75.687,-4.96365,299.046,0.147174,,,,
75.708,-3.49914,299.038,0.104742,,,,
75.729,-2.71071,299.697,8.40E-02,,,,
75.749,-2.4027,300.292,6.77E-02,,,,
75.77,-1.47923,300.792,6.44E-02,,,,
75.791,-1.18405,300.913,3.05E-02,,,,
75.812,0.575516,300.583,2.54E-02,,,,
75.833,1.63876,299.161,4.80E-03,,,,
75.854,2.02048,298.226,-1.82E-03,,,,
75.874,2.01014,297.878,-1.38E-03,,,,
75.895,2.40116,297.633,-6.43E-04,,,,
75.916,1.79842,297.121,-4.39E-03,,,,
75.937,2.11388,296.731,-6.70E-03,,,,
75.958,2.31323,296.452,-7.69E-03,,,,
75.979,2.26869,296.462,-3.32E-03,,,,
76,1.95133,296.258,-3.77E-03,,,,
76.02,1.62139,296.126,-2.54E-03,,,,
76.041,1.31216,295.647,-6.36E-03,,,,
76.062,1.75189,295.465,-7.51E-03,,,,
76.083,1.55585,295.278,-8.61E-03,,,,
76.104,1.64337,295.373,-7.30E-03,,,,
76.125,2.04747,295.289,-8.10E-03,,,,
76.145,1.55909,295.12,-6.17E-03,,,,
76.166,0.673556,294.546,-3.73E-03,,,,
76.187,17.0968,292.583,-2.61E-02,,,,
76.208,5.40568,291.376,-1.25E-02,,,,
76.229,2.63189,290.549,-1.61E-03,,,,
76.25,-3.09113,291.899,-7.13E-03,,,,
76.27,2.86162,293.47,-8.56E-03,,,,
76.291,-6.36449,292.659,-3.92E-03,,,,
76.312,-5.38448,291.328,-6.79E-03,,,,
76.354,2.10273,292.733,1.70E-03,,,,
76.374,-0.562417,295.973,2.00E-02,,,,
76.395,-3.45332,297.362,6.53E-02,,,,
76.416,-4.21686,298.529,8.96E-02,,,,
76.437,-3.76505,299.719,0.102298,,,,
76.458,-3.52116,300.726,0.128752,,,,
76.479,-2.97791,301.623,0.152021,,,,
76.499,-2.35389,302.37,0.155305,,,,
76.52,-1.05909,303.089,0.133139,,,,
76.541,-1.24531,303.828,0.178116,,,,
76.562,-0.301149,304.228,0.155731,,,,
76.583,0.115436,305.216,0.171039,,,,
76.604,-1.87176,304.874,0.29502,,,,
76.624,-1.44297,304.635,0.259563,,,,
76.645,-4.81351,304.08,0.32286,,,,
76.666,-3.69834,304.25,0.274174,,,,
76.687,-1.20722,304.561,0.18799,,,,
76.708,-1.64234,304.466,0.183529,,,,
76.729,-0.705968,304.113,0.121182,,,,
76.749,-0.545696,303.569,0.105161,,,,
76.77,-0.13618,303.006,8.33E-02,,,,
76.791,-0.618741,302.357,5.46E-02,,,,
76.812,0.662908,301.243,2.25E-02,,,,
76.833,1.66094,299.405,3.41E-03,,,,
76.854,1.99027,298.272,-1.65E-03,,,,
76.874,1.93474,297.684,-5.72E-04,,,,
76.895,1.82278,297.3,2.32E-03,,,,
76.916,2.23115,296.998,4.13E-03,,,,
76.937,1.81164,296.487,-2.36E-04,,,,
76.958,1.86856,295.965,-5.04E-03,,,,
76.979,0.913851,295.522,-6.25E-03,,,,
77,-4.7213,294.629,8.08E-03,,,,
77.02,5.36406,292.749,-1.08E-02,,,,
77.062,6.90772,291.742,-2.23E-02,,,,
77.083,-3.87628,291.097,4.23E-03,,,,
77.104,0.376274,289.059,-2.07E-03,,,,
77.125,4.21075,288.883,1.55E-03,,,,
77.145,0.382424,288.531,-2.75E-03,,,,
77.166,14.185,288.38,-1.83E-02,,,,
77.187,2.86983,287.562,9.58E-03,,,,
77.208,1.41335,287.413,1.80E-04,,,,
77.229,1.49518,287.055,-2.29E-03,,,,
77.25,1.86874,287.157,3.95E-03,,,,
77.27,6.76809,286.996,-3.82E-03,,,,
77.291,-2.24947,286.414,-6.91E-03,,,,
77.395,-3.02113,294.954,1.56E-02,,,,
77.416,-3.17843,296.197,3.84E-02,,,,
77.437,-3.05293,297.372,5.56E-02,,,,
77.458,-3.30558,298.32,7.30E-02,,,,
77.479,-2.5606,299.703,7.15E-02,,,,
77.499,-1.47157,300.41,8.03E-02,,,,
77.52,-2.4452,301.434,0.124265,,,,
77.541,-2.70867,301.862,0.132391,,,,
77.562,-1.96592,302.486,0.12566,,,,
77.583,-2.21785,302.68,0.118047,,,,
77.604,-2.17286,303.249,0.139238,,,,
77.624,-2.81892,303.404,0.164789,,,,
77.645,-1.9942,303.326,0.144954,,,,
77.666,-2.8384,302.918,0.174672,,,,
77.687,-2.64839,303.332,0.158338,,,,
77.708,-1.54796,302.834,0.113044,,,,
77.729,-1.81436,302.589,8.26E-02,,,,
77.749,-1.87987,301.567,0.107728,,,,
77.77,-0.751702,302.51,4.84E-02,,,,
77.791,-0.967638,302.409,2.97E-02,,,,
77.812,0.365041,301.776,1.67E-02,,,,
77.833,1.51978,300.356,2.36E-03,,,,
77.854,2.0835,299.287,3.67E-03,,,,
77.874,2.01834,298.564,-3.69E-03,,,,
77.895,1.82333,298.062,-6.32E-03,,,,
77.916,1.36489,297.507,-9.89E-03,,,,
77.937,1.52565,297.067,-1.19E-02,,,,
77.958,1.38716,296.797,-9.09E-03,,,,
77.979,2.04836,297.264,-7.61E-03,,,,
78,1.94036,296.777,-1.15E-02,,,,
78.02,1.7223,296.671,-1.07E-02,,,,
78.041,1.68603,296.657,-9.20E-03,,,,
78.062,1.50443,296.508,-1.23E-02,,,,
78.083,1.72849,296.478,-1.18E-02,,,,
78.104,1.69883,296.279,-1.30E-02,,,,
78.125,1.83497,296.103,-1.42E-02,,,,
78.145,1.64196,295.909,-1.32E-02,,,,
78.166,0.912073,295.923,-6.41E-03,,,,
78.187,0.720501,295.486,-4.14E-03,,,,
78.208,1.0813,295.085,-6.38E-03,,,,
78.229,1.56739,293.858,-6.66E-03,,,,
78.25,6.09649,292.741,-2.03E-02,,,,
78.27,1.53487,291.81,-3.72E-02,,,,
78.291,5.67657,291.021,-2.53E-02,,,,
78.312,-0.572716,290.687,-1.58E-03,,,,
78.333,2.36191,289.904,-2.59E-03,,,,
78.354,2.66572,291.629,2.96E-04,,,,
78.374,3.39615,295.75,1.16E-02,,,,
78.395,-3.78999,297.971,6.55E-02,,,,
78.416,-5.08621,298.731,8.66E-02,,,,
78.437,-6.95614,299.702,0.119147,,,,
78.458,-6.93051,300.663,0.141226,,,,
78.479,-6.15515,301.39,0.157556,,,,
78.499,-4.14453,302.05,0.137759,,,,
78.52,-4.10726,302.926,0.168234,,,,
78.541,-4.47889,303.968,0.204824,,,,
78.562,-2.88652,304.536,0.189056,,,,
78.583,-2.9603,305.033,0.177472,,,,
78.604,-2.98572,305.362,0.197488,,,,
78.624,-2.94171,305.817,0.189856,,,,
78.645,-2.88226,305.947,0.179595,,,,
78.666,-2.03815,305.851,0.151871,,,,
78.687,-2.00824,305.839,0.153764,,,,
78.708,-2.51897,305.388,0.153135,,,,
78.729,-1.38279,304.729,0.104375,,,,
78.749,-1.36583,304.156,9.86E-02,,,,
78.77,-0.30761,303.228,6.97E-02,,,,
78.791,-0.62016,302.173,3.92E-02,,,,
78.812,0.520302,300.849,1.56E-02,,,,
78.833,1.75845,299.743,4.92E-03,,,,
78.854,1.69702,299.026,-1.96E-03,,,,
78.874,2.31493,298.599,-4.16E-03,,,,
78.895,2.20327,298.257,-6.27E-03,,,,
78.916,1.9815,297.833,-5.91E-03,,,,
78.937,2.18985,297.867,-3.25E-03,,,,
78.958,2.47845,297.994,-1.54E-03,,,,
78.979,2.50547,298.042,-1.99E-03,,,,
79,1.88042,297.787,-3.73E-03,,,,
79.02,2.38713,297.937,-2.64E-03,,,,
79.041,2.27996,298.024,-6.81E-04,,,,
79.062,2.23166,298.019,-3.07E-03,,,,
79.083,1.99446,297.962,-3.28E-03,,,,
79.104,1.91314,297.837,-5.77E-03,,,,
79.125,2.08718,297.752,-5.86E-03,,,,
79.145,1.78809,297.638,-4.43E-03,,,,
79.166,2.16371,297.428,-5.73E-03,,,,
79.187,1.54402,297.33,-3.70E-03,,,,
79.208,1.87679,297.09,-7.78E-03,,,,
79.229,1.62757,296.737,-9.84E-03,,,,
79.25,1.46465,296.733,-4.76E-03,,,,
79.27,3.10074,296.271,-5.68E-03,,,,
79.291,3.64653,295.592,-5.95E-03,,,,
79.312,7.22945,294.343,-1.38E-02,,,,
79.333,4.65999,294.043,-7.67E-03,,,,
79.354,2.34724,295.752,2.01E-03,,,,
79.374,-1.60351,298.313,4.12E-02,,,,
79.395,-4.275,299.22,8.73E-02,,,,
79.416,-4.3639,300.077,9.27E-02,,,,
79.437,-5.94338,300.712,0.127292,,,,
79.458,-6.40712,301.324,0.148381,,,,
79.479,-6.54754,301.966,0.176333,,,,
79.499,-5.45462,302.379,0.165799,,,,
79.52,-5.45995,302.814,0.1818,,,,
79.541,-4.94692,302.894,0.17141,,,,
79.562,-4.63715,303.178,0.164542,,,,
79.583,-3.21773,302.476,0.113951,,,,
79.604,-3.04646,302.641,0.112259,,,,
79.624,-4.67849,303.732,0.162285,,,,
79.645,-5.15733,303.546,0.15822,,,,
79.666,-2.629,302.742,0.105255,,,,
79.687,-1.73797,302.345,8.71E-02,,,,
79.708,-1.79469,301.974,8.97E-02,,,,
79.729,-0.786047,301.544,6.28E-02,,,,
79.749,0.247031,300.91,4.89E-02,,,,
79.77,1.19596,300.388,2.47E-02,,,,
79.791,0.427016,299.694,1.38E-02,,,,
79.812,1.24069,299.097,1.26E-03,,,,
79.833,1.89656,298.643,-3.72E-03,,,,
79.854,1.55691,298.561,-2.31E-04,,,,
79.874,1.53495,299.074,1.09E-02,,,,
79.895,1.37559,299.013,6.73E-03,,,,
79.916,1.79553,298.875,3.36E-03,,,,
79.937,1.69559,298.72,7.23E-04,,,,
79.958,1.76758,298.568,-3.35E-03,,,,
79.979,1.76104,298.561,-2.72E-03,,,,
80,1.60473,298.505,-5.83E-03,,,,
80.02,1.9234,298.617,-2.75E-03,,,,
80.041,1.64088,298.514,-5.05E-03,,,,
80.062,1.70049,298.396,-7.34E-03,,,,
80.083,1.79984,298.445,-7.51E-03,,,,
80.104,1.71318,298.506,-5.86E-03,,,,
80.125,1.77972,298.756,-7.60E-03,,,,
80.145,2.08812,298.876,-8.93E-03,,,,
80.166,2.20773,299.031,-4.52E-03,,,,
80.187,1.82156,299.505,4.58E-03,,,,
80.208,1.72375,299.406,-2.67E-03,,,,
80.229,1.29612,298.384,-1.62E-02,,,,
80.25,1.56506,299.188,4.31E-03,,,,
80.27,3.32971,299.761,7.85E-03,,,,
80.291,2.77367,299.808,8.02E-03,,,,
80.312,2.98321,299.787,8.01E-03,,,,
80.333,2.18114,299.81,1.14E-02,,,,
80.354,1.39475,300.13,2.22E-02,,,,
80.374,1.22077,300.448,2.66E-02,,,,
80.395,-2.34E-02,300.705,3.09E-02,,,,
80.416,-3.59962,301.269,6.79E-02,,,,
80.437,-7.3687,301.949,0.124894,,,,
80.458,-4.81711,302.189,9.47E-02,,,,
80.479,-3.00294,301.826,6.75E-02,,,,
80.499,-3.29199,302.162,7.53E-02,,,,
80.52,16.494,302.135,-2.55E-02,,,,
80.541,-5.33004,302.234,0.132087,,,,
80.562,-6.99958,303.774,0.19343,,,,
80.583,-5.32013,303.783,0.14984,,,,
80.604,-3.08434,303.629,0.103881,,,,
80.624,-0.863068,303.558,8.46E-02,,,,
80.645,-0.120005,302.889,4.83E-02,,,,
80.666,-3.47969,304.044,0.128847,,,,
80.687,0.235051,303.101,0.167182,,,,
80.708,2.24296,301.972,0.125016,,,,
80.729,1.04629,301.829,3.14E-02,,,,
80.749,0.155411,301.79,-2.54E-02,,,,
80.77,-6.6924,300.433,4.17E-02,,,,
80.791,10.6333,299.044,5.94E-02,,,,
80.833,1.4257,299.658,0.12952,,,,
80.854,1.56843,299.334,4.62E-02,,,,
80.874,2.05466,299.284,2.86E-02,,,,
80.895,2.20581,299.171,2.43E-02,,,,
80.916,2.81424,299.115,3.69E-02,,,,
80.937,2.24535,299.269,4.29E-02,,,,
80.958,2.20843,299.39,4.60E-02,,,,
80.979,2.32322,299.4,4.46E-02,,,,
81,1.87398,299.264,3.07E-02,,,,
81.02,2.08301,299.053,2.80E-02,,,,
81.041,2.25273,298.971,3.05E-02,,,,
81.062,2.01649,299.139,3.09E-02,,,,
81.083,1.97878,299.202,3.15E-02,,,,
81.104,1.92157,299.149,3.10E-02,,,,
81.125,1.92847,299.161,3.28E-02,,,,
81.145,1.68821,299.045,2.85E-02,,,,
81.166,1.80998,299.205,3.07E-02,,,,
81.187,1.81635,299.275,3.06E-02,,,,
81.208,-2.14081,298.864,6.27E-02,,,,
81.229,1.81919,298.772,3.09E-02,,,,
81.25,1.68901,298.535,1.80E-02,,,,
81.27,2.84612,298.358,1.73E-02,,,,
81.291,2.59177,298.191,1.31E-02,,,,
81.312,2.53726,297.929,8.57E-03,,,,
81.333,2.51172,297.883,1.33E-02,,,,
81.354,1.2537,298.708,3.89E-02,,,,
81.374,-0.559479,299.512,7.74E-02,,,,
81.395,-1.22054,299.835,7.52E-02,,,,
81.416,-3.71516,301.118,0.157059,,,,
81.437,-3.74295,301.675,0.13888,,,,
81.458,-3.44011,301.769,0.124968,,,,
81.479,-1.88546,302.39,0.101985,,,,
81.499,-2.21533,302.69,0.127121,,,,
81.52,-2.49335,302.446,0.118585,,,,
81.541,-1.96306,303.07,0.124185,,,,
81.562,-2.09828,302.823,0.107458,,,,
81.583,-1.93458,302.997,9.51E-02,,,,
81.604,-1.21271,303.375,8.94E-02,,,,
81.624,-0.409924,303.405,6.63E-02,,,,
81.645,-1.37995,304.171,8.49E-02,,,,
81.666,-1.86801,303.049,0.117968,,,,
81.687,-1.04466,301.927,6.05E-02,,,,
81.708,0.704878,301.592,3.75E-02,,,,
81.729,1.91883,301.202,5.94E-02,,,,
81.895,8.09904,307.719,-2.20E-02,,,,
81.916,2.45844,306.636,7.84E-03,,,,
81.937,0.912823,303.534,2.58E-02,,,,
81.958,2.18815,300.893,1.63E-02,,,,
81.979,2.09277,299.66,-2.34E-03,,,,
82.125,-3.28477,303.036,1.70E-03,,,,
82.166,2.12131,301.195,1.82E-03,,,,
82.187,3.45598,300.875,1.10E-03,,,,
82.208,3.1455,300.852,6.80E-03,,,,
82.229,3.01879,299.925,4.98E-03,,,,
82.25,2.01753,298.385,1.03E-02,,,,
82.27,3.85285,296.599,1.25E-02,,,,
82.291,5.28033,295.928,4.30E-03,,,,
82.312,4.55796,296.056,9.18E-03,,,,
82.333,3.34492,296.084,9.95E-03,,,,
82.354,3.61456,296.135,1.50E-02,,,,
82.374,3.27578,296.393,2.86E-02,,,,
82.395,2.60134,296.778,5.77E-02,,,,
82.416,1.42127,296.838,9.36E-02,,,,
82.437,0.410919,296.779,0.104473,,,,
82.458,0.788421,297.454,0.212932,,,,
82.479,-0.615301,298.586,0.225805,,,,
82.499,-2.82202,299.375,0.363195,,,,
82.52,-1.60832,299.234,0.277636,,,,
82.541,-0.464174,298.897,0.181277,,,,
82.562,-1.19828,298.773,0.192206,,,,
82.583,-0.204917,298.619,0.124449,,,,
82.604,-1.60035,298.198,0.203481,,,,
82.666,-2.9521,301.443,9.62E-02,,,,
82.687,3.38087,298.42,0.126292,,,,
82.708,4.75816,298.192,9.54E-02,,,,
82.749,13.4349,299.449,6.45E-02,,,,
82.791,4.74608,297.836,6.00E-02,,,,
82.812,2.89478,296.397,3.00E-02,,,,
82.833,3.02766,296.22,1.82E-02,,,,
82.854,3.28704,296.283,6.51E-03,,,,
82.874,5.11005,296.507,2.15E-02,,,,
82.895,1.51299,296.643,6.34E-03,,,,
82.916,1.79894,296.546,4.22E-03,,,,
82.937,5.39155,296.821,3.18E-02,,,,
82.958,3.2691,296.478,2.90E-02,,,,
82.979,-1.95844,296.544,1.34E-02,,,,
83.062,8.51951,299.592,7.32E-02,,,,
83.395,0.938644,299.455,0.101368,,,,
83.416,7.18209,296.896,6.66E-02,,,,
83.437,2.86504,296.736,0.166707,,,,
83.458,3.88113,296.89,0.161105,,,,
83.479,1.87659,297.22,0.228355,,,,
83.499,3.39658,297.762,0.256339,,,,
83.52,-2.18202,297.337,0.250664,,,,
83.541,-0.842812,297.172,0.221806,,,,
83.562,-1.29173,297.643,0.291758,,,,
83.583,11.0091,298.338,0.125011,,,,
83.604,-2.5068,297.035,0.214831,,,,
83.624,-3.92463,297.037,0.284688,,,,
83.645,-2.24017,296.954,0.229641,,,,
83.666,-9.41E-02,296.788,0.191049,,,,
83.687,-2.68708,297.017,0.216183,,,,
83.708,1.83121,296.986,0.155536,,,,
83.729,1.27432,296.419,0.147144,,,,
83.749,1.34377,296.515,0.136952,,,,
83.77,2.50765,296.522,0.134083,,,,
83.791,2.53779,296.647,9.61E-02,,,,
83.812,2.79047,296.775,9.03E-02,,,,
83.833,2.19892,296.753,8.11E-02,,,,
83.854,3.42187,296.658,5.58E-02,,,,
83.874,3.19345,296.627,5.20E-02,,,,
83.895,3.65408,296.641,5.68E-02,,,,
83.916,3.57399,296.579,5.70E-02,,,,
83.937,3.74623,296.524,5.95E-02,,,,
83.958,3.76131,296.443,6.20E-02,,,,
83.979,3.82488,296.333,7.31E-02,,,,
84,3.69955,296.268,7.72E-02,,,,
84.02,0.302925,296.83,7.89E-02,,,,
84.166,6.70308,299.519,4.76E-02,,,,
84.25,3.1097,299.94,8.47E-02,,,,
84.27,6.21231,295.812,0.137171,,,,
84.291,6.26236,295.458,0.140135,,,,
84.312,4.54525,295.258,6.62E-02,,,,
84.333,3.73115,295.389,5.52E-02,,,,
84.395,6.37493,301.838,0.161926,,,,
84.416,-4.39E-02,296.113,0.349513,,,,
84.437,-0.819795,295.31,0.319106,,,,
